"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","Site"
"214","0","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_01B_2020"
"215","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_04_2020"
"216","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_06_2020"
"217","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_07_2020"
"218","0","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_10_2020"
"219","0","1","0","1","0","0","1","0","1","0","0",NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec006_Mem045.20230724_2023"
"220","0","0","0","0","0","0","0","0","0","1","0",NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec042_Mem009.20230724_2023"
"221","1","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 1_2023"
"222","1","1","1","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 2_2023"
"223","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 4_2023"
"224","1","0","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 6_2023"
"225","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 8_2023"
"226","1","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD 026_2023"
"227","0","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD 10_2023"
"228","0","1","0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD 25_2023"
"229","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD 5_2023"
"230","0","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD004_2023"
"231","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD006_2023"
"232","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD015_2023"
"233","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD051_2023"
"234","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD8_2023"
"235","1","1","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_Wild 012_2023"
"236","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_Wild 1_2023"
"237","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_Wild 27_2023"
"238","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_wbio7_2023"
"239","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec027_Mem164.20220911_2022"
"240","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec039_Mem017.20220910_2022"
"241","1","1","1","1","0","0","1","1","1",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec041_Mem206.20220910_2022"
"242","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec042_Mem028.20220911_2022"
"243","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec043_Mem043.20220911_2022"
"244","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec045_Mem025.20220911_2022"
"245","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec048_Mem006.20220911_2022"
"246","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec049_Mem211.20220911_2022"
"247","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc2_2023"
"248","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc9_2023"
"249","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc01_dep01A_2023"
"250","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc02_dep01A_2023"
"251","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc02_dep01C_2023"
"252","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc03_dep01_2023"
"253","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc03_dep02_2023"
"254","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc03_dep03_2023"
"255","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc04_dep01A_2023"
"256","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc04_dep01B_2023"
"257","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc04_dep01C_2023"
"258","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc05_dep01A_2023"
"259","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc05_dep01B_2023"
"260","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc05_dep01C_2023"
"261","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc06_dep01A_2023"
"262","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc06_dep01B_2023"
"263","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc06_dep01C_2023"
"264","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc07_dep01A_2023"
"265","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc07_dep01B_2023"
"266","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc07_dep01C_2023"
"267","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc08_dep01_2023"
"268","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc09_dep01_2023"
"269","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Forest_Rural_GalenaCreek_loc10_dep01_2023"
"270","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep01_2023"
"271","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep02A_2023"
"272","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep02B_2023"
"273","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep03A_2023"
"274","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep03B_2023"
"275","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc01_dep03C_2023"
"276","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc02_dep01_2023"
"277","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc02_dep02A_2023"
"278","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc02_dep02B_2023"
"279","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc02_dep03_2023"
"280","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep01_2023"
"281","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep02_2023"
"282","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep03_2023"
"283","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep04_2023"
"284","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep05A_2023"
"285","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc03_dep05B_2023"
"286","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc04_dep01_2023"
"287","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc04_dep02_2023"
"288","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc04_dep03A_2023"
"289","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc04_dep03B_2023"
"290","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc04_dep03C_2023"
"291","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc05_dep01_2023"
"292","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc06_dep01_2023"
"293","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc07_dep01_2023"
"294","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc08_dep01_2023"
"295","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc08_dep02A_2023"
"296","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc08_dep02B_2023"
"297","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc08_dep03_2023"
"298","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc09_dep01A_2023"
"299","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc09_dep01B_2023"
"300","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc09_dep01C_2023"
"301","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc10_dep01_2023"
"302","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV_Wetland_Rural_TruckeeMeadows_loc12_dep01_2023"
"303","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_02_2020"
"304","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_10_2020"
"305","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_11_2020"
"306","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_12_2020"
"307","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_16_2020"
"308","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_17_2020"
"309","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_18_2020"
"310","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_05_2021"
"311","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_06_2021"
"312","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_08_2021"
"313","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_11_2021"
"314","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_18_2021"
"315","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_19_2021"
"316","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_22_2021"
"317","0","0","0","0","0","0","0","1","0","0","1","1",NA,NA,"OR_Forest_Forrester_21_dep_23_2021"
"318","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"OR_Forest_Forrester_21_dep_26_2021"
"319","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP01 09/22/2023_2023"
"320","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP02 09/22/2023_2023"
"321","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP03 09/22/2023_2023"
"322","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP04 09/22/2023_2023"
"323","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP05 09/22/2023_2023"
"324","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP06 09/22/2023_2023"
"325","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP07 09/22/2023_2023"
"326","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP08 09/22/2023_2023"
"327","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP09 09/22/2023_2023"
"328","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP10 09/22/2023_2023"
"329","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP11 09/22/2023_2023"
"330","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP12 09/22/2023_2023"
"331","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP13 09/22/2023_2023"
"332","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP14 09/22/2023_2023"
"333","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_OregonStateUni_ORSNAP15 09/22/2023_2023"
"334","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_11_2019"
"335","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_13_2019"
"336","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_14_2019"
"337","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_1_2019"
"338","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_01_2020"
"339","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_06_2020"
"340","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_08_2020"
"341","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_09_2020"
"342","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_15_2020"
"343","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP09 09/23/2022_2022"
"344","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP12 09/23/2022_2022"
"345","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_2_2019"
"346","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_3_2019"
"347","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_5_2019"
"348","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_7_2019"
"349","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_9_2019"
"350","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_26_2019"
"351","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_37_2019"
"352","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_38_2019"
"353","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_40_2019"
"354","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_46_2019"
"355","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_48B_2019"
"356","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_49B_2019"
"357","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_50B_2019"
"358","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_51B_2019"
"359","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_59B_2019"
"360","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_W.Grassland.Run_SS23_Cam1 08/23/2023_2023"
"361","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_06_2021"
"362","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_08_2021"
"363","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_11_2021"
"364","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_12_2021"
"365","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC_menlove.Fall.USA.2020_2020"
"366","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB_06.USA.2020_2020"
"367","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB_09.USA.2020_2020"
"368","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"RB_10.USA.2020_2020"
"369","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"RB_13.USA.2020_2020"
"370","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_01_2020"
"371","0","0","1","0","1","1","0","1",NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_9_2019"
"372","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_01 09/01/2021_2021"
"373","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_02 09/01/2021_2021"
"374","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_03 09/20/2021_2021"
"375","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_03 09/20/21_2021"
"376","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_04 09/01/2021_2021"
"377","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_05 09/01/2021_2021"
"378","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_05 09/16/2021_2021"
"379","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_06 09/01/2021_2021"
"380","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_06 09/16/2021_2021"
"381","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_07 09/01/2021_2021"
"382","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_08 09/01/2021_2021"
"383","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_09 09/01/2021_2021"
"384","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_10 09/01/2021_2021"
"385","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_PT 09/28/2022_2022"
"386","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_MDT 09/13/2023_2023"
"387","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_Middle 09/13/2023_2023"
"388","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Anthropogenic_Urban_SLC_23_dep_00_2023"
"389","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"UT_Anthropogenic_Urban_SLC_23_dep_01_2023"
"390","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_01_2021"
"391","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_02_2021"
"392","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_03_2021"
"393","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_04_2021"
"394","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_05_2021"
"395","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_10_2021"
"396","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,"UT_Forest_Wasatch_21_dep_12_2021"
"397","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"UT_Forest_Wasatch_21_dep_13_2021"
"398","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_03_2022"
"399","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_04_2022"
"400","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_05_2022"
"401","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_07_2022"
"402","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_08_2022"
"403","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_09_2022"
"404","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_10_2022"
"405","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_11_2022"
"406","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_03_2023"
"407","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_04_2023"
"408","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_05_2023"
"409","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_07_2023"
"410","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_08_2023"
