project_id,deployment_id,placename,longitude,latitude,start_date,end_date,survey_days,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,habitat_type,landuse_type,subproject_design,event_name,event_description,event_type,recorded_by
Snapshot USA 2022,VA_Forest_Tamara_BB-05-LocN,VAForest-LocN,-79.2294,38.2982,9/26/2022,10/24/2022,28,None, ,None, ,2064050,BC-05,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_BC-11-LocK,VAForest-LocK,-79.2228,38.2950,9/26/2022,10/24/2022,28,None, ,None, ,2027864,11,0,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_CC-01-LocF,VAForest-LocF,-79.2244,38.2921,9/26/2022,10/24/2022,28,None, ,None, ,2026686,1,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_CP-03-LocI,VAForest-LocI,-79.2272,38.2942,9/26/2022,10/24/2022,28,None, ,None, ,2045155,3,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_EM-06-LocL,VAForest-LocL,-79.2272,38.2974,9/26/2022,10/24/2022,28,None, ,None, ,2064048,BC-06,0,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_GC-07-LocA,VAForest-LocA,-79.2254,38.2877,9/26/2022,10/24/2022,28,None, ,None, ,2045074,7,1,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_HA-02-LocG,VAForest-LocG,-79.2258,38.2906,9/26/2022,10/24/2022,28,None, ,None, ,2045034,2,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_KC-15-LocP,VAForest-LocP,-79.2224,38.2974,9/26/2022,10/24/2022,28,None, ,None, ,2064051,BC-15,0,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_LO-08-LocJ,VAForest-LocJ,-79.2248,38.2941,9/26/2022,10/24/2022,28,None, ,None, ,2045601,8,0,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_QM-10-LocD,VAForest-LocD,-79.2209,38.2917,9/26/2022,10/24/2022,28,None, ,None, ,2045508,10,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_SS-09-LocB,VAForest-LocB,-79.2243,38.2893,9/26/2022,10/24/2022,28,None, ,None, ,2045562,9,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_TS-13-LocE,VAForest-LocE,-79.2224,38.2932,9/26/2022,10/24/2022,28,None, ,None, ,2027938,13,5,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_Tamara_WE-12-LocH,VAForest-LocH,-79.2269,38.2924,9/26/2022,10/24/2022,28,None, ,None, ,2027919,12,0,Camera Functioning,Knee height, ,Parallel, , , , ,Tamara,Forest,Rural, , , , , 
Snapshot USA 2022,DC_Forest_Urban_ArlingtonNationalCemetery 09/30/2022,DC_ArlingtonNationalCemetery,-77.0766,38.8827,9/30/2022,10/28/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_barcroftPark 09/30/2022,DC_barcroftPark,-77.1018,38.8470,9/30/2022,10/28/2022,28,None, ,Trail game, ,2021262,Reconyx,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_MarieButlerLevinPreserve 09/30/2022,DC_MarieButlerLevinPreserve,-77.1462,38.9289,9/30/2022,10/28/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_MasonDistrictPark 09/30/2022,DC_MasonDistrictPark,-77.1730,38.8321,9/30/2022,10/28/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_ColumbiaCountryClub 10/03/2022,DC_ColumbiaCountryClub,-77.0838,38.9939,10/3/2022,10/31/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_KentlandPark 10/03/2022,DC_KentlandPark,-76.8982,38.9245,10/3/2022,10/31/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_NorthwestSVP 10/03/2022,DC_NorthwestSVP,-77.0114,39.0489,10/3/2022,10/31/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_PaintBranchSVP 10/03/2022,DC_PaintBranchSVP,-76.9308,38.9866,10/3/2022,10/31/2022,28,None, ,Trail game, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_01,GA_Forest_JonesCenter_22_01,-84.4558,31.1715,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2026488,1,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_02 10/03/2022,GA_Forest_JonesCenter_Loc_02,-84.4600,31.1834,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2026489,2,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_03 10/03/2022,GA_Forest_JonesCenter_Loc_03,-84.4561,31.1959,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2062726,Browning 003,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_04 10/03/2022,GA_Forest_JonesCenter_Loc_04,-84.4357,31.1996,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2026491,4,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_05 10/03/2022,GA_Forest_JonesCenter_Loc_05,-84.4211,31.2003,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2062717,Browning 0005,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_07 10/03/2022,GA_Forest_JonesCenter_Loc_07,-84.4114,31.2142,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2068087,Browning 007,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_08 10/03/2022,GA_Forest_JonesCenter_Loc_08,-84.4073,31.2195,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2062736,Browning 008,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_09 10/03/2022,GA_Forest_JonesCenter_Loc_09,-84.4045,31.2253,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2026544,9,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_10 10/03/2022,GA_Forest_JonesCenter_Loc_10,-84.4108,31.2256,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2064231,Browning010,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_11 10/03/2022,GA_Forest_JonesCenter_Loc_11,-84.4063,31.2315,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2064235,Browning011,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_12 10/03/2022,GA_Forest_JonesCenter_Loc_12,-84.4102,31.2416,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2064238,Browning012,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_13 10/03/2022,GA_Forest_JonesCenter_Loc_13,-84.4140,31.2481,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2064239,Browning013,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_14 10/03/2022,GA_Forest_JonesCenter_Loc_14,-84.3838,31.2543,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2064240,Browning014,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_15 10/03/2022,GA_Forest_JonesCenter_Loc_15,-84.3705,31.2511,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067584,Browning 0015,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_16 10/03/2022,GA_Forest_JonesCenter_Loc_16,-84.3760,31.2405,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067585,Browning 0016,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_17 10/03/2022,GA_Forest_JonesCenter_Loc_17,-84.3923,31.2381,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067592,Browning 0017,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_18 10/03/2022,GA_Forest_JonesCenter_Loc_18,-84.4161,31.2272,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067596,Browning 0018,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_19 10/03/2022,GA_Forest_JonesCenter_Loc_19,-84.4328,31.2029,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067597,Browning 0019,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,GA_Forest_JonesCenter_Dep_20 10/03/2022,GA_Forest_JonesCenter_Loc_20,-84.4636,31.2042,10/3/2022,10/31/2022,28,None, ,Road dirt, ,2067599,Browning 0020,1,Camera Functioning,Knee height, ,Parallel, , , , ,JonesCenter,Forest,Rural, , , , , 
Snapshot USA 2022,NC_Forest_Iredell_22_dep_15,NC_Forest_Iredell_22_loc_15,-80.7715,35.8392,10/4/2022,11/1/2022,28,None, ,None, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Iredell,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Iredell_22_dep_16,NC_Forest_Iredell_22_loc_16,-80.7700,35.8403,10/4/2022,11/1/2022,28,None, ,Water source, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Iredell,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Iredell_22_dep_17,NC_Forest_Iredell_22_loc_17,-80.7678,35.8411,10/4/2022,11/1/2022,28,None, ,None, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Iredell,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM11,Angelina National Forest CAM11,-94.7814,31.4957,10/4/2022,11/1/2022,28,None, ,Other, ,2070071,TX_ANF_CAM11,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM12,Angelina National Forest CAM12,-94.7838,31.4961,10/4/2022,11/1/2022,28,None, ,Other, ,2070072,TX_ANF_CAM12,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM13,Angelina National Forest CAM13,-94.7856,31.4979,10/4/2022,11/1/2022,28,None, ,Other, ,2070073,TX_ANF_CAM13,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM14,Angelina National Forest CAM14,-94.7867,31.5000,10/4/2022,11/1/2022,28,None, ,Other, ,2070074,TX_ANF_CAM14,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM15,Angelina National Forest CAM15,-94.7887,31.5015,10/4/2022,11/1/2022,28,None, ,Other, ,2070075,TX_ANF_CAM15,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM16,Angelina National Forest CAM16,-94.7890,31.5035,10/4/2022,11/1/2022,28,None, ,Other, ,2070076,TX_ANF_CAM16,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM17,Angelina National Forest CAM17,-94.7869,31.5046,10/4/2022,11/1/2022,28,None, ,Other, ,2070077,TX_ANF_CAM17,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM18,Angelina National Forest CAM18,-94.7845,31.5053,10/4/2022,11/1/2022,28,None, ,Other, ,2070078,TX_ANF_CAM18,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Angelina_ANF_CAM9,Angelina National Forest CAM9,-94.7771,31.4987,10/4/2022,11/1/2022,28,None, ,None, ,2070070,TX_ANF_CAM9,5,Camera Functioning,Knee height, ,Parallel, , , , ,Angelina,Forest,Rural, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_1_FL08/D3_N16,1_FL08/D3,-81.9854,29.7070,10/5/2022,11/2/2022,28,None, ,Water source,water within 50 m,2061376,N16,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_12_54/FL20_N26,12_54/FL20,-81.9681,26.6999,10/5/2022,11/2/2022,28,None, ,Water source,water within 50 m,2061357,N26-OSBS,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_13_FL01/404_442,13_FL01/404,-81.9673,29.7027,10/5/2022,11/2/2022,28,None, ,Water source,lake within 100 m,2061313,442,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_14_FL07/FL14_FL45,14_FL07/FL14,-81.9674,29.7059,10/5/2022,11/2/2022,28,None, ,Water source,water body within 50 m,2061322,FL45,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_253/C10_384,253/C10,-81.9869,29.6996,10/5/2022,11/2/2022,28,None, ,Water source,water body within 50 m,2061338,384,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_5_FL09/FL17_432,5_FL09/FL17,-81.9902,29.6998,10/5/2022,11/2/2022,28,None, ,Water source,water within 50 m,2061339,432,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_9_FL06/466_C11,9_FL06/466,-81.9755,29.6949,10/5/2022,11/2/2022,28,None, ,Water source,water within 50 m,2061306,C11,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_C12_FL_C12,C12,-81.9867,29.7105,10/5/2022,11/2/2022,28,None, ,None, ,2061382,FL_C12,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_FL_04_FL,FL_04,-81.9910,29.7020,10/5/2022,11/2/2022,28,None, ,Water source,Stream within 50 m,2061318,FL,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,FL_Forest_Melrose_FL02/F19_FL23,FL02/F19,-81.9840,29.6984,10/5/2022,11/2/2022,28,None, ,Water source,lake within 50 m,2061335,FL23,1,Camera Functioning,Knee height, ,Parallel, , , , ,Melrose,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_Redwoods_11_02,CR_11_College of the Redwoods,-124.1891,40.6982,10/6/2022,11/3/2022,28,None, ,Trail hiking, ,2062701,CR_11,0,Camera Functioning,Knee height, ,Parallel, , , , ,Redwoods,Forest,Rural, , , , , 
Snapshot USA 2022,CA_Forest_Redwoods_12_02,CR_12_College of the Redwoods,-124.1935,40.6991,10/6/2022,11/3/2022,28,None, ,None, ,2062702,CR_12,0,Camera Functioning,Chest height, ,Parallel, , , , ,Redwoods,Forest,Rural, , , , , 
Snapshot USA 2022,CA_Forest_Redwoods_15_02,CR_15_College of the Redwoods,-124.1917,40.6994,10/6/2022,11/3/2022,28,None, ,None, ,2062705,CR_15,0,Camera Functioning,Knee height, ,Parallel, , , , ,Redwoods,Forest,Rural, , , , , 
Snapshot USA 2022,MT_Grassland_Riparian_Shamon_22_914NE,MT_Grassland_Riparian_Shamon_22_914NE,-107.7683,47.7657,8/27/2022,9/25/2022,29,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Shamon,Grassland,Wild, , , , , 
Snapshot USA 2022,MT_Grassland_Riparian_Shamon_22_914SW,MT_Grassland_Riparian_Shamon_22_914SW,-107.7712,47.7637,8/27/2022,9/25/2022,29,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Shamon,Grassland,Wild, , , , , 
Snapshot USA 2022,MT_Grassland_Riparian_Shamon_22_945NE,MT_Grassland_Riparian_Shamon_22_945NE,-107.7610,47.7881,8/27/2022,9/25/2022,29,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Shamon,Grassland,Wild, , , , , 
Snapshot USA 2022,MT_Grassland_Riparian_Shamon_22_945SW,MT_Grassland_Riparian_Shamon_22_945SW,-107.7643,47.7859,8/27/2022,9/25/2022,29,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Shamon,Grassland,Wild, , , , , 
Snapshot USA 2022,OH_Forest_HustonBrumbaughNatureCenter_2022_loc_03 08/31/2022,OH_Forest_HustonBrumbaughNatureCenter_22_loc_03,-81.0899,40.8222,8/31/2022,9/29/2022,29,None, ,None, ,2027921,Browning,0,Camera Functioning,Knee height, ,Parallel, , , , ,HustonBrumbaugh,Forest,Rural, , , , , 
Snapshot USA 2022,OH_Forest_HustonBrumbaughNatureCenter_22_loc_06 08/31/2022,OH_Forest_HustonBrumbaughNatureCenter_22_loc_06,-81.0898,40.8204,8/31/2022,9/29/2022,29,None, ,None, ,2027921,Browning,0,Camera Functioning,Knee height, ,Parallel, , , , ,HustonBrumbaugh,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Grassland_GeneHowe_22_cam04 09/01/2022,TX_Grassland_GeneHowe_22_cam04,-100.2568,35.8962,9/1/2022,9/30/2022,29,None, ,None, ,2045051,4,0,Camera Functioning,Knee height, ,Parallel, , , , ,GeneHowe,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_GeneHowe_22_cam06 09/01/2022,TX_Grassland_GeneHowe_22_cam06,-100.2803,35.9318,9/1/2022,9/30/2022,29,None, ,Water source, ,2045040,6,0,Camera Functioning,Knee height, ,Parallel, , , , ,GeneHowe,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_GeneHowe_22_cam06B 09/01/2022,TX_Grassland_GeneHowe_22_cam06,-100.2803,35.9318,9/1/2022,9/30/2022,29,None, ,Water source, ,2045040,6,0,Camera Functioning,Knee height, ,Parallel, , , , ,GeneHowe,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_GeneHowe_22_cam07 09/01/2022,TX_Grassland_GeneHowe_22_cam07,-100.2676,35.9361,9/1/2022,9/30/2022,29,None, ,Trail game, ,2045074,7,0,Camera Functioning,Knee height, ,Parallel, , , , ,GeneHowe,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_GeneHowe_22_cam08 09/01/2022,TX_Grassland_GeneHowe_22_cam08,-100.2418,35.9277,9/1/2022,9/30/2022,29,None, ,Water source, ,2045601,8,0,Camera Functioning,Knee height, ,Parallel, , , , ,GeneHowe,Grassland,Wild, , , , , 
Snapshot USA 2022,MO_Forest_hansen_22_cam02,mo_forest_hansen_22_02,-92.6089,40.0754,9/2/2022,10/1/2022,29,None, ,None, ,2026489,2,1,Camera Functioning,Knee height, ,Parallel, , , , ,HBHMAcres,Forest,Wild, , , , , 
Snapshot USA 2022,MO_Forest_hansen_22_cam04,mo_forest_hansen_22_04,-92.6064,40.0804,9/2/2022,10/1/2022,29,None, ,None, ,2026491,4,1,Camera Functioning,Knee height, ,Parallel, , , , ,HBHMAcres,Forest,Wild, , , , , 
Snapshot USA 2022,MO_Forest_hansen_22_cam05,mo_forest_hansen_22_05,-92.6041,40.0786,9/2/2022,10/1/2022,29,None, ,None, ,2026543,5,1,Camera Functioning,Knee height, ,Parallel, , , , ,HBHMAcres,Forest,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_Matador_22_Dogleg_solar 09/05/2022,TX_Grassland_Matador_22_Dogleg_solar,-100.3742,34.1245,9/5/2022,10/4/2022,29,None, ,Water source,windmill overflow pit,2021663,Bushnell,0,Camera Hardware Failure,Knee height, ,Parallel, , , , ,Matador,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_Matador_22_OX_Spring 09/05/2022,TX_Grassland_Matador_22_OX_Spring,-100.3562,34.1631,9/5/2022,10/4/2022,29,None, ,Water source,small creek,2044923,bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Matador,Grassland,Wild, , , , , 
Snapshot USA 2022,TX_Grassland_Matador_22_SW_Suitcase 09/05/2022,TX_Grassland_Matador_22_SW_Suitcase,-100.3661,34.1298,9/5/2022,10/4/2022,29,None, ,None, ,2027921,Browning,0,Memory Card,Knee height, ,Parallel, , , , ,Matador,Grassland,Wild, , , , , 
Snapshot USA 2022,KY_Forest_Darracq_22_loc_4,KY_Forest_Darracq_22_loc_4,-88.8743,36.7304,9/10/2022,10/9/2022,29,None, ,Water source, ,2021497,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,Darracq,Forest,Wild, , , , , 
Snapshot USA 2022,KY_Forest_Darracq_22_loc_6,KY_Forest_Darracq_22_loc_6,-88.8641,36.7318,9/10/2022,10/9/2022,29,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,Darracq,Forest,Wild, , , , , 
Snapshot USA 2022,KY_Forest_Darracq_22_loc_7,KY_Forest_Darracq_22_loc_7,-88.8585,36.7318,9/10/2022,10/9/2022,29,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,Darracq,Forest,Wild, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.31,TX_SubUrban_SanMarcos_22.31,-98.0032,29.8736,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.32,TX_Suburban_SanMarcos_22.32,-98.0016,29.8757,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.34,TX_Suburban_SanMarcos_22.34,-97.9964,29.8749,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.35,TX_Suburban_SanMarcos_22.35,-97.9945,29.8738,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.36,TX_Suburban_SanMarcos_22.36,-97.9922,29.8752,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.37,TX_Suburban_SanMarcos_22.37,-97.9902,29.8762,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.38,TX_Suburban_SanMarcos_22.38,-97.9871,29.8770,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.39,TX_Suburban_SanMarcos_22.39,-97.9850,29.8770,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.40,TX_Suburban_SanMarcos_22.40,-97.9870,29.8778,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_SubUrban_SanMarcos_D1.41,TX_Suburban_SanMarcos_22.41,-97.9886,29.9783,9/10/2022,10/9/2022,29,None, ,None, ,2027940,Bushnell Trophy Cam HD,1,Camera Functioning,Knee height, ,Parallel, , , , ,SanMarcos,Forest,Suburban, , , , , 
