"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","Site"
"193","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_38_2023"
"194","0","0","0","0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_39_2023"
"195","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_48_2023"
"196","0","0","0","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_57_2023"
"197","1","1","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Rural_Rachlow_23_9_2023"
"198","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_2_2019"
"199","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_3_2019"
"200","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_7_2019"
"201","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_8_2019"
"202","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID_Forest_Sun_Valley_9_2019"
"203","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_06_JM14_01_2022"
"204","1","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_06_JM14_02_2022"
"205","0","1","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_08_JM12_01_2022"
"206","0","0","0","0","1","1","0","1","1","0","1",NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_09_JM6_02_2022"
"207","0","0","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_10_JM4_02_2022"
"208","1","0","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_10_R7_02_2022"
"209","1","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_13_R5_01_2022"
"210","0","0","0","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_19_JM5_02_2022"
"211","0","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_22b_R6_02_2022"
"212","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_23_R1_02_2022"
"213","0","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_27b_H1_02_2022"
"214","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Hebblewhite_22_28_H5_02_2022"
"215","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_01_2021"
"216","0","1","0","0","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_03_2021"
"217","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_05_2021"
"218","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_06_2021"
"219","1","1","1","1","1","1","1","1","0","1",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_21_dep_07_2021"
"220","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_22_Cam07_2022"
"221","0","1","0","1","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_Cam05_2023"
"222","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,"MT_Forest_RiverTrail_Cam06_2023"
"223","1","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_01A_2020"
"224","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_02_2020"
"225","0","0","1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_03_2020"
"226","1","1","0","1","0","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_05_2020"
"227","1","1","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_08_2020"
"228","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_River_Trail_20_09_2020"
"229","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec001_Mem017.20230725_2023"
"230","1","1","1","1","1","1","1","0","0","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec002_Mem059.20230724_2023"
"231","1","0","1","1","0","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec004_Mem050.20230725_2023"
"232","1","0","0","0","1","0","0","1","0","1","1",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec010_Mem173.20230725_2023"
"233","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec014_Mem002.20230725_2023"
"234","0","0","1","0","0","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec017_Mem013.20230725_2023"
"235","1","1","0","1","0","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec018_Mem211.20230725_2023"
"236","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec027_Mem168.20230725_2023"
"237","0","1","0","1","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec036_Mem224.20230725_2023"
"238","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec039_Mem227.20230725_2023"
"239","0","1","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec040_Mem028.20230724_2023"
"240","0","1","1","1","0","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec041_Mem228.20230725_2023"
"241","1","0","0","0","0","0","0","0","1","1","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec043_Mem051.20230724_2023"
"242","0","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec045_Mem005.20230724_2023"
"243","1","0","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec046_Mem063.20230724_2023"
"244","0","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec048_Mem004.20230724_2023"
"245","1","0","0","0","0","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec049_Mem068.20230724_2023"
"246","1","1","1","1","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec050_Mem025.20230725_2023"
"247","1","1","1","0","0","0","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec051_Mem194.20230725_2023"
"248","0","0","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec052_Mem092.20230724_2023"
"249","0","1","1","1","1","0","1","1","1","1","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec056_Mem106.20230724_2023"
"250","1","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec058_Mem007.20230725_2023"
"251","1","0","0","0","1","0","0","1","1","0","0",NA,NA,NA,NA,NA,NA,"MT_Forest_Wild_MTHansen_23.BAC.TRMR_Rec060_Mem006.20230725_2023"
"252","1","1","1","1","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 3_2023"
"253","1","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WBIO 9_2023"
"254","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_WILD14_2023"
"255","1","1","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_BandyRanch_Wild 02_2023"
"256","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec001_Mem194.20220910_2022"
"257","1","1","0","0","0","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec002_Mem059.20220911_2022"
"258","0","1","0","1","0","0","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec004_Mem218.20220911_2022"
"259","0","1","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec006_Mem009.20220911_2022"
"260","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec010_Mem190.20220911_2022"
"261","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec014_Mem063.20220910_2022"
"262","1","1","0","0","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec017_Mem007.20220911_2022"
"263","0","0","0","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec018_Mem147.20220910_2022"
"264","0","0","0","1","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec036_Mem010.20220911_2022"
"265","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec037_Mem004.20220911_2022"
"266","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec040_Mem002.20220911_2022"
"267","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec044_Mem106.20220910_2022"
"268","0","0","0","1","1","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec046_Mem045.20220911_2022"
"269","0","0","1","1","0","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec050_Mem068.20220910_2022"
"270","1","1","1","1","1","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec051_Mem050.20220910_2022"
"271","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec052_Mem005.20220911_2022"
"272","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec056_Mem224.20220911_2022"
"273","1","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec058_Mem092.20220910_2022"
"274","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"MT_Grassland_Forest_Shrubland_Hansen_22.BAC.TRMR_Rec060_Mem173.20220910_2022"
"275","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass05_Cam2_2019"
"276","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass05_Cam3_2019"
"277","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass07_Cam2_2019"
"278","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass07_Cam3_2019"
"279","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass08_Cam1_2019"
"280","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass09_Cam1_2019"
"281","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass09_Cam2_2019"
"282","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass09_Cam3_2019"
"283","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_Grass10_Cam3_2019"
"284","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_PD75_Cam2_2019"
"285","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT_autumn_PN_PD75_Cam3_2019"
"286","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_10_2019"
"287","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_12_2019"
"288","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_14_2019"
"289","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_15_2019"
"290","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_16_2019"
"291","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_20_2019"
"292","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_2_2019"
"293","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_30_2019"
"294","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_32_2019"
"295","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_34_2019"
"296","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_6_2019"
"297","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_7_2019"
"298","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Desert_White_Sands_9_2019"
"299","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_Camera #6 Bushnell_2023"
"300","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc1_2023"
"301","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc2b_2023"
"302","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc2c_2023"
"303","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc3_2023"
"304","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc4_2023"
"305","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc5_2023"
"306","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc6_2023"
"307","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc7_2023"
"308","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM_Grassland_Rural_ENMU_loc8_2023"
"309","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_01_2020"
"310","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_03_2020"
"311","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_04_2020"
"312","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_05_2020"
"313","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_06_2020"
"314","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Cow_Creek_20_09_2020"
"315","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_01_2021"
"316","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_02_2021"
"317","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_03_2021"
"318","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_04_2021"
"319","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_07_2021"
"320","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_09_2021"
"321","1","0","0","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_10_2021"
"322","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_12_2021"
"323","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_13_2021"
"324","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_14_2021"
"325","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_15_2021"
"326","0","0","0","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_16_2021"
"327","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_17_2021"
"328","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_20_2021"
"329","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_21_2021"
"330","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_24_2021"
"331","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_25_2021"
"332","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_27_2021"
"333","0","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Forrester_21_dep_28_2021"
"334","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_10_2019"
"335","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_12_2019"
"336","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_15_2019"
"337","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_02_2020"
"338","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_03_2020"
"339","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_04_2020"
"340","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_05_2020"
"341","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_07_2020"
"342","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_10_2020"
"343","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_11_2020"
"344","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_12_2020"
"345","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_13_2020"
"346","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_20_14_2020"
"347","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP01 09/21/2022_2022"
"348","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP02 09/21/2022_2022"
"349","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP03 09/21/2022_2022"
"350","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP04 09/21/2022_2022"
"351","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP05 09/21/2022_2022"
"352","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP06 09/21/2022_2022"
"353","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP07 09/21/2022_2022"
"354","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP08 09/21/2022_2022"
"355","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP10 09/23/2022_2022"
"356","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP11 09/23/2022_2022"
"357","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP13 09/23/2022_2022"
"358","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP14 09/23/2022_2022"
"359","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Oregon_State_University_22_ORSNAP15 09/21/2022_2022"
"360","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_14B_2019"
"361","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_15B_2019"
"362","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_36B_2019"
"363","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_39_2019"
"364","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_Forest_Starkey_Experimental_Forest_60B_2019"
"365","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_CentralOak_Vikeri_Cam4_2023"
"366","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_EastCreekOak_SS23_Cam7_2023"
"367","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_PropertyLine_West_SS23_Cam10 08/27/2023_2023"
"368","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_QuailTreeWest_SS23_Cam3 08/27/2023_2023"
