"project_id","subproject_name","habitat","deployment_id","placename","longitude","latitude","start_date","end_date","feature_type"
"Snapshot USA 2021","Rentz","Forest","Ames_3 09/02/2021","Ames_3",-93.56171,42.1105,"2021-09-02","2021-10-02","None"
"Snapshot USA 2021","Rentz","Forest","Ames_2 09/02/2021","Ames_2",-93.56465,42.11104,"2021-09-02","2021-10-02","None"
"Snapshot USA 2021","Rentz","Forest","Ames_4 09/02/2021","Ames_4",-93.56088,42.11244,"2021-09-02","2021-10-02","None"
"Snapshot USA 2021","Rentz","Forest","Ames_5 09/02/2021","Ames_5",-93.56283,42.1138,"2021-09-02","2021-09-18","None"
"Snapshot USA 2021","Rentz","Forest","Ames_22 10/02/2021","Ames_22",-93.56083,42.12272,"2021-10-02","2021-10-31","None"
"Snapshot USA 2021","Rentz","Forest","Ames_19 10/02/2021","Ames_19",-93.56279,42.12773,"2021-10-02","2021-10-31","None"
"Snapshot USA 2021","Rentz","Forest","Ames_24 09/04/2021","Ames_24",-93.56927,42.13963,"2021-09-04","2021-09-18","None"
"Snapshot USA 2021","Rentz","Forest","Ames_20 09/18/2021","Ames_20",-93.57064,42.14227,"2021-09-18","2021-10-31","None"
"Snapshot USA 2021","Rentz","Forest","Ames_28 09/18/2021","Ace_7",-93.572234,42.1537,"2021-09-18","2021-11-06","None"
"Snapshot USA 2021","Rentz","Forest","Ames_25 09/04/2021","Ames_25",-93.57317,42.15574,"2021-09-04","2021-10-04","None"
"Snapshot USA 2021","Rentz","Forest","Ames_29 10/04/2021","Ames_29",-93.57654,42.15609,"2021-10-04","2021-11-06","None"
"Snapshot USA 2021","Rentz","Forest","Ames_30 09/04/2021","Ames_30",-93.57644,42.15803,"2021-09-04","2021-10-20","None"
"Snapshot USA 2021","Rentz","Forest","Ames_26 10/04/2021","Ames_26",-93.57472,42.16222,"2021-10-04","2021-11-06","None"
"Snapshot USA 2021","Rentz","Forest","Ames_27 10/06/2021","Ace_4",-93.574167,42.164167,"2021-10-06","2021-11-06","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_29 09/17/2021","IL_Forest_TON_21_loc_29",-89.18152716,37.6112572,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_29 08/17/2021","IL_Forest_TON_21_loc_29",-89.18152716,37.6112572,"2021-08-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_30 09/17/2021","IL_Forest_TON_21_loc_30",-89.17586611,37.61136181,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_31","IL_Forest_TON_21_loc_31",-89.17020502,37.6114661,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_33","IL_Forest_TON_21_loc_33",-89.15888276,37.61167387,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_25","IL_Forest_TON_21_loc_25_",-89.18143995,37.61576344,"2021-09-20","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_25 09/22/2021","IL_Forest_TON_21_loc_25.",-89.175997,37.615865,"2021-09-22","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_26 09/22/2021","IL_Forest_TON_21_loc_26",-89.170335,37.615969,"2021-09-22","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_27 09/22/2021","IL_Forest_TON_21_loc_27",-89.164674,37.616073,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_28","IL_Forest_TON_21_loc_28",-89.15901302,37.61617741,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_18","IL_Forest_TON_21_loc_18_",-89.18745215,37.62015932,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_19","IL_Forest_TON_21_loc_19",-89.18179044,37.62026419,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_22","IL_Forest_TON_21_loc_22",-89.16480514,37.62057716,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_23","IL_Forest_TON_21_loc_23",-89.15914331,37.62068094,"2021-09-17","2021-10-22","Road dirt"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_12","IL_Forest_TON_21_loc_12",-89.187584,37.624662,"2021-09-19","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_13","IL_Forest_TON_21_loc_13",-89.18192213,37.62476765,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_14","IL_Forest_TON_21_loc_014",-89.17626,37.624872,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_16","IL_Forest_TON_21_loc_16",-89.165791,37.625132,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_17","IL_Forest_TON_21_loc_17",-89.159273,37.625184,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_loc_6","IL_Forest_TON_21_loc_6",-89.1877162,37.6291662,"2021-09-19","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_08","IL_Forest_TON_21_loc_08",-89.18205384,37.62927111,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_09","IL_Forest_TON_21_loc_09",-89.176391,37.629375,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_10","IL_Forest_TON_21_Loc_10",-89.170728,37.62948,"2021-09-23","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_01","IL_Forest_TON_21_loc_01",-89.18784832,37.63366965,"2021-09-17","2021-11-27","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_02","IL_Forest_TON_21_loc_02",-89.18218558,37.63377457,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_03 09/17/2021","IL_Forest_TON_21_loc_03",-89.17652282,37.63387921,"2021-09-17","2021-10-22","None"
"Snapshot USA 2021","TON","Forest","IL_Forest_TON_21_dep_06","IL_Forest_TON_21_loc_06",-89.159534,37.634191,"2021-09-17","2021-10-22","Trail hiking"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_PT2","IL_Forest_Urbana21_PT2",-88.150833,40.128889,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_PT1","IL_Forest_Urbana21_PT1",-88.146833,40.128975,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_TR3","IL_Forest_Urbana21_TR3",-88.139273,40.130034,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_TR4","IL_Forest_Urbana21_TR4",-88.142316,40.130788,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_PT4","IL_Forest_Urbana21_PT4",-88.151302,40.130973,"2021-09-01","2021-09-15","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_PT3","IL_Forest_Urbana21_PT3",-88.148143,40.131006,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_TR2","IL_Forest_Urbana21_TR2",-88.140852,40.132432,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_TR1","IL_Forest_Urbana21_TR1",-88.142516,40.134102,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_TR5","IL_Forest_Urbana21_TR5",-88.139722,40.134167,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_PT5","IL_Forest_Urbana21_PT5",-88.151874,40.134605,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_BR2","IL_Forest_Urbana21_BR2",-88.166865,40.14329,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_BR5","IL_Forest_Urbana21_BR5",-88.163889,40.144167,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_BR3","IL_Forest_Urbana21_BR3",-88.166372,40.145423,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_BR1","IL_Forest_Urbana21_BR1",-88.163611,40.147222,"2021-09-01","2021-09-28","None"
"Snapshot USA 2021","Urbana","Forest","IL_Forest_Urbana21_BR4","IL_Forest_Urbana21_BR4",-88.167458,40.147312,"2021-09-01","2021-09-30","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_6","IN_Purdue_Brooke_21_6",-86.96889,40.42073,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_4","IN_Purdue_Brooke_21_4",-86.96,40.42209,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_9","IN_Purdue_Brooke_21_9",-86.96236,40.42324,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_10","IN_Purdue_Brooke_21_10",-86.96894,40.42378,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_3","IN_Purdue_Brooke_21_3",-86.94897,40.42448,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_5","IN_Purdue_Brooke_21_5",-86.96555,40.42469,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_7","IN_Purdue_Brooke_21_7",-86.96795,40.42641,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_8","IN_Purdue_Brooke_21_8",-86.96214,40.42726,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Purdue_Brooke_21_2","IN_Purdue_Brooke_21_2",-86.95113,40.4297,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","Brooke","Forest","IN_Forest_Purdue_Lugar_1","IN_Purdue_Brooke_21_1",-86.95977,40.43012,"2021-09-03","2021-10-22","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_05 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_05",-87.0367,40.42735,"2021-09-02","2021-10-21","Water source"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_10 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_10",-87.03427,40.43005,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_07 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_07",-87.029,40.43325,"2021-09-02","2021-10-21","Trail hiking"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_08 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_08",-87.0367,40.43486,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_09 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_09",-87.03263,40.43632,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_06 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_06",-87.03263,40.43898,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_11 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_11",-87.03326,40.44506,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_02 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_02",-87.05447,40.44965,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_01 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_01",-87.05053,40.45001,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_03 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_03",-87.05466,40.45292,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","PWAMartell","Forest","IN_Forest_Purdue_PWA_Martell_loc_04 09/02/2021","IN_Forest_Purdue_PWA_Martell_loc_04",-87.05692,40.45835,"2021-09-02","2021-10-21","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_Railroad","KS_Forest_Pittsburg_21_Railroad",-94.6956024,37.408699,"2021-08-28","2021-10-31","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_EndStreet","KS_Forest_Pittsburg_21_EndStreet",-94.7220993,37.4180984,"2021-08-28","2021-10-31","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_IP3","KS_Forest_Pittsburg_21_IP3",-94.6725998,37.4296989,"2021-08-28","2021-10-03","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_IP2","KS_Forest_Pittsburg_21_IP2",-94.6755981,37.4310989,"2021-08-28","2021-10-31","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_Rouse","KS_Forest_Pittsburg_21_Rouse",-94.683403,37.4319992,"2021-08-28","2021-10-03","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_IP1","KS_Forest_Pittsburg_21_IP1",-94.6727982,37.4329987,"2021-08-28","2021-10-31","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_WP4Sept19","KS_Forest_Pittsburg_21_WP4",-94.7115021,37.4463005,"2021-08-28","2021-09-19","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_WP4Oct17","KS_Forest_Pittsburg_21_WP4",-94.7115021,37.4463005,"2021-09-19","2021-10-17","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_WP3NEW","KS_Forest_Pittsburg_21_WP3NEW",-94.7129974,37.4490013,"2021-08-28","2021-10-17","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_WP6","KS_Forest_Pittsburg_21_WP6",-94.7099991,37.4491997,"2021-08-28","2021-10-03","None"
"Snapshot USA 2021","Pittsburg","Forest","KS_Forest_Pittsburg_21_WP2NEW","KS_Forest_Pittsburg_21_WP2NEW",-94.7136002,37.4519997,"2021-08-28","2021-10-03","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_11 09/21/2021","KS_Grassland_Hagen_21_loc_11",-95.20992,39.0377,"2021-09-21","2021-10-22","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_det_10 09/23/2021","KS_Grassland_Hagen_21_loc_10",-95.2137,39.03804,"2021-09-23","2021-10-22","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_loc_15 09/21/2021","KS_Grassland_Hagen_21_loc_15",-95.1987,39.04372,"2021-09-21","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_06 09/21/2021","KS_Grassland_Hagen_21_loc_06",-95.1918,39.04386,"2021-09-21","2021-10-24","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_loc_04 09/21/2021","KS_Grassland_Hagen_21_loc_04",-95.20361,39.04429,"2021-09-21","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_16 09/21/2021","KS_Grassland_Hagen_21_loc_16",-95.1891,39.04442,"2021-09-21","2021-10-24","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_05 09/21/2021","KS_Grassland_Hagen_21_loc_05",-95.1953,39.04445,"2021-09-21","2021-10-24","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_09 09/23/2021","KS_Grassland_Hagen_21_loc_09",-95.2139,39.04469,"2021-09-23","2021-10-12","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_08 09/22/2021","KS_Grassland_Hagen_21_loc_08",-95.20586,39.04483,"2021-09-22","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_03 09/22/2021","KS_Grassland_Hagen_21_loc_03",-95.20681,39.04593,"2021-09-22","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_07 09/21/2021","KS_Grassland_Hagen_21_loc_07",-95.19823,39.04689,"2021-09-21","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_02 09/22/2021","KS_Grassland_Hagen_21_loc_02",-95.2022,39.04836,"2021-09-22","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_01","KS_Grassland_Hagen_21_loc_01",-95.19832,39.04997,"2021-09-23","2021-10-24","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_13 09/21/2021","KS_Grassland_Hagen_21_loc_13",-95.19701,39.05257,"2021-09-21","2021-10-23","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_12 09/21/2021","KS_Grassland_Hagen_21_loc_12",-95.1897,39.05326,"2021-09-21","2021-10-24","None"
"Snapshot USA 2021","Lawrence","Grassland","KS_Grassland_Hagen_21_dep_14 09/21/2021","KS_Grassland_Hagen_21_loc_14",-95.2024,39.05571,"2021-09-21","2021-10-24","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_01","KY_Forest_Darracq_21_loc_01_correct",-88.86406,36.72614,"2021-09-27","2021-11-08","Water source"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_02","KY_Forest_Darracq_21_loc_02",-88.85846,36.72614,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_03","KY_Forest_Darracq_21_loc_03",-88.88087,36.73175,"2021-09-27","2021-11-08","Trail hiking"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_04","KY_Forest_Darracq_21_loc_04",-88.87527,36.73175,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_05","KY_Forest_Darracq_21_loc_05",-88.86967,36.73175,"2021-09-27","2021-11-08","Water source"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_06","KY_Forest_Darracq_21_loc_06",-88.86406,36.73175,"2021-09-28","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_07","KY_Forest_Darracq_21_loc_07",-88.85846,36.73175,"2021-09-27","2021-11-08","Water source"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_08","KY_Forest_Darracq_21_loc_08",-88.88648,36.73735,"2021-09-27","2021-11-08","Water source"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_10","KY_Forest_Darracq_21_loc_10",-88.87527,36.73735,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_12","KY_Forest_Darracq_21_loc_12",-88.8293,36.74118,"2021-09-27","2021-11-09","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_13","KY_Forest_Darracq_21_loc_13",-88.88087,36.74295,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_14","KY_Forest_Darracq_21_loc_14",-88.87527,36.74295,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","Darracq","Forest","KY_Forest_Darracq_21_dep_15","KY_Forest_Darracq_21_loc_15",-88.86961,36.74303,"2021-09-27","2021-11-08","None"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 05 09/01/2021","Green River Preserve Cam 05",-85.937635,37.242313,"2021-09-01","2021-11-04","None"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 07 09/01/2021","Green River Preserve Cam 07",-85.939752,37.24304,"2021-09-01","2021-10-31","None"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 06 09/01/2021","Green River Preserve Cam 06",-85.938147,37.24401,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 01 09/01/2021","Green River Preserve Cam 01",-85.934326,37.244838,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 08 09/01/2021","Green River Preserve Cam 08",-85.944208,37.246708,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 02 09/01/2021","Green River Preserve Cam 02",-85.935144,37.24686,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 03 09/01/2021","Green River Preserve Cam 03",-85.936617,37.248538,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 10 09/01/2021","Green River Preserve Cam 10",-85.945344,37.24895,"2021-09-01","2021-10-07","None"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 09 09/01/2021","Green River Preserve Cam 09",-85.946066,37.249412,"2021-09-01","2021-10-31","None"
"Snapshot USA 2021","GreenRiverPreserve","Grassland","Green River Preserve Cam 04 09/01/2021","Green River Preserve Cam 04",-85.937041,37.250209,"2021-09-01","2021-10-31","Water source"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_01","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_01",-83.53785,36.79713,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_02","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_02",-83.53591,36.79877,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_03","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_03",-83.53805,36.80003,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_04","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_04",-83.53638,36.80377,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_05","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_05",-83.53505,36.80547,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_06","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_06",-83.53619,36.80703,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","KentuckyNaturalLandsTrust","Forest","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_07","KY_Forest_KentuckyNaturalLandsTrust_Calloway_21_loc_07",-83.54044,36.80803,"2021-08-30","2021-11-01","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS07","LA_Forest_AbitaFlats_21_CS07",-89.9766,30.5064,"2021-10-02","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS09","LA_Forest_AbitaFlats_21_CS09",-89.9605,30.5079,"2021-08-28","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS06","LA_Forest_AbitaFlats_21_CS06.1",-89.9717,30.509,"2021-10-02","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS03","LA_Forest_AbitaFlats_21_CS03",-89.9627,30.5105,"2021-08-28","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_SELU14","LA_Forest_AbitaFlats_21_SELU14",-89.9731,30.5119,"2021-10-02","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS08","LA_Forest_AbitaFlats_21_CS08",-89.9587,30.512,"2021-08-28","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS01","LA_Forest_AbitaFlats_21_CS01",-89.9651,30.5128,"2021-10-02","2021-11-20","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS4","LA_Forest_AbitaFlats_21_CS4",-89.9688,30.5144,"2021-10-02","2021-11-20","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS10","LA_Forest_AbitaFlats_21_CS10",-89.9731,30.5162,"2021-10-02","2021-11-19","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS5","LA_Forest_AbitaFlats_21_CS5",-89.9713,30.5177,"2021-10-02","2021-11-11","None"
"Snapshot USA 2021","AbitaFlats","Forest","LA_Forest_AbitaFlats_21_CS02","LA_Forest_AbitaFlats_21_CS02.1",-89.9641,30.5217,"2021-10-02","2021-11-19","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS11","LA_Forest_CCRoad_21_CS11",-93.076206,30.437387,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS14","LA_Forest_CCRoad_21_CS14",-93.071294,30.439206,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS19","LA_Forest_CCRoad_21_CS19",-93.061204,30.43943,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS17","LA_Forest_CCRoad_21_CS17",-93.076365,30.440691,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS13","LA_Forest_CCRoad_21_CS13",-93.067867,30.440695,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_CS20","LA_Forest_CCRoad_21_CS20",-93.061296,30.440898,"2021-10-08","2021-11-21","None"
"Snapshot USA 2021","CCRoad","Forest","LA_Forest_CCRoad_21_TO02","LA_Forest_CCRoad_21_TO02",-93.057935,30.444191,"2021-10-08","2021-11-21","None"
