Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Nights,Habitat,Development_Level,Humans_Per_Camera,Humans_Per_Camera_Per_Day,Disturbance
Urbana,IL_Forest_Urbana_20_11_2020,2020,40.1441,-88.1638,2020-09-01,2020-09-30,29,Forest,Rural,0,0,0.653375625610352
Urbana,IL_Forest_Urbana_20_12_2020,2020,40.1432,-88.1664,2020-09-01,2020-09-30,29,Forest,Rural,0,0,0.719840168952942
Urbana,IL_Forest_Urbana_20_13_2020,2020,40.1456,-88.1664,2020-09-01,2020-09-30,29,Forest,Rural,0,0,0.719840168952942
Urbana,IL_Forest_Urbana_20_14_2020,2020,40.1473,-88.1675,2020-09-01,2020-09-30,29,Forest,Rural,0,0,0.620039939880371
Urbana,IL_Forest_Urbana_20_15_2020,2020,40.1468,-88.1637,2020-09-01,2020-09-30,29,Forest,Rural,0,0,0.653375625610352
Urbana,IL_Forest_Urbana_2_2019,2019,40.12898,-88.14683,2019-09-06,2019-09-29,23,Forest,Rural,0,0,0.61847859621048
Urbana,IL_Forest_Urbana_3_2019,2019,40.12911,-88.15123,2019-09-01,2019-09-29,28,Forest,Rural,0,0,0.61847859621048
Urbana,IL_Forest_Urbana_4_2019,2019,40.13101,-88.14814,2019-09-01,2019-09-29,28,Forest,Rural,0,0,0.61847859621048
Urbana,IL_Forest_Urbana_5_2019,2019,40.13097,-88.1513,2019-09-01,2019-09-29,28,Forest,Rural,1,0.0357142857142857,0.61847859621048
Urbana,IL_Forest_Urbana_7_2019,2019,40.1341,-88.14252,2019-09-01,2019-09-30,29,Forest,Rural,68,2.3448275862069,0.60797536373138406
Urbana,IL_Forest_Urbana_8_2019,2019,40.13243,-88.14085,2019-09-01,2019-09-30,29,Forest,Rural,4,0.137931034482759,0.60797536373138406
Urbana,IL_Forest_Urbana_9_2019,2019,40.13003,-88.13927,2019-09-01,2019-09-30,29,Forest,Rural,2,0.0689655172413793,0.60797536373138406
Urbana,IL_Forest_Urbana_BR1_2022_2022,2022,40.147174,-88.163666,2022-09-03,2022-10-08,35,Forest,Rural,2,0.0571428571428571,0.679651021957397
Urbana,IL_Forest_Urbana_BR1_2023,2023,40.14702,-88.1638,2023-09-02,2023-10-07,35,Forest,Rural,2,0.0571428571428571,0.653375625610352
Urbana,IL_Forest_Urbana_BR2_2022_2022,2022,40.143263,-88.166652,2022-09-03,2022-10-08,35,Forest,Rural,3,0.0857142857142857,0.719840168952942
Urbana,IL_Forest_Urbana_BR2_2023,2023,40.14333,-88.16692,2023-09-02,2023-10-07,35,Forest,Rural,2,0.0571428571428571,0.719840168952942
Urbana,IL_Forest_Urbana_BR3_2022_2022,2022,40.14495,-88.16533,2022-09-03,2022-10-08,35,Forest,Rural,3,0.0857142857142857,0.653375625610352
Urbana,IL_Forest_Urbana_BR3_2023,2023,40.14495,-88.16533,2023-09-02,2023-11-01,60,Forest,Rural,6,0.1,0.653375625610352
Urbana,IL_Forest_Urbana_BR4_2022_2022,2022,40.146963,-88.166886,2022-09-03,2022-10-08,35,Forest,Rural,4,0.114285714285714,0.719840168952942
Urbana,IL_Forest_Urbana_BR4_2023,2023,40.14728,-88.1674,2023-09-02,2023-10-07,35,Forest,Rural,2,0.0571428571428571,0.620039939880371
Urbana,IL_Forest_Urbana_BR5_2022_2022,2022,40.143389,-88.163373000000007,2022-09-03,2022-10-08,35,Forest,Rural,4,0.114285714285714,0.653375625610352
Urbana,IL_Forest_Urbana_BR5_2023,2023,40.14342,-88.1634,2023-09-02,2023-10-07,35,Forest,Rural,2,0.0571428571428571,0.653375625610352
Urbana,IL_Forest_Urbana_PT1_2022_2022,2022,40.128955,-88.146732,2022-09-04,2022-10-08,34,Forest,Rural,2,0.0588235294117647,0.61847859621048
Urbana,IL_Forest_Urbana_PT1_2023,2023,40.1291,-88.14669,2023-09-01,2023-10-07,36,Forest,Rural,2,0.0555555555555556,0.61847859621048
Urbana,IL_Forest_Urbana_PT2_2022_2022,2022,40.129249,-88.150609,2022-09-04,2022-10-08,34,Forest,Rural,2,0.0588235294117647,0.61847859621048
Urbana,IL_Forest_Urbana_PT2_2023,2023,40.1291,-88.1507,2023-09-01,2023-10-07,36,Forest,Rural,2,0.0555555555555556,0.61847859621048
Urbana,IL_Forest_Urbana_PT3_2022_2022,2022,40.131039,-88.148151,2022-09-04,2022-10-08,34,Forest,Rural,6,0.176470588235294,0.61847859621048
Urbana,IL_Forest_Urbana_PT3_2023,2023,40.131100000000004,-88.14807,2023-09-01,2023-10-07,36,Forest,Rural,2,0.0555555555555556,0.61847859621048
Urbana,IL_Forest_Urbana_PT4_2022_2022,2022,40.130973,-88.151302,2022-09-04,2022-10-08,34,Forest,Rural,2,0.0588235294117647,0.61847859621048
Urbana,IL_Forest_Urbana_PT4_2023,2023,40.13097,-88.1513,2023-09-01,2023-11-01,61,Forest,Rural,2,0.0327868852459016,0.61847859621048
Urbana,IL_Forest_Urbana_PT5_2022_2022,2022,40.134698,-88.151902,2022-09-04,2022-10-08,34,Forest,Rural,3,0.0882352941176471,0.61847859621048
Urbana,IL_Forest_Urbana_PT5_2023,2023,40.1347,-88.15179,2023-09-02,2023-10-07,35,Forest,Rural,1,0.0285714285714286,0.61847859621048
Urbana,IL_Forest_Urbana_TR1_2022_2022,2022,40.133918,-88.14232,2022-09-04,2022-10-08,34,Forest,Rural,9,0.264705882352941,0.60797536373138406
Urbana,IL_Forest_Urbana_TR2_2022_2022,2022,40.131969,-88.141011,2022-09-04,2022-10-08,34,Forest,Rural,4,0.117647058823529,0.60797536373138406
Urbana,IL_Forest_Urbana_TR3_2022_2022,2022,40.130189,-88.139201,2022-09-04,2022-10-08,34,Forest,Rural,11,0.323529411764706,0.60797536373138406
Urbana,IL_Forest_Urbana_TR4_2022_2022,2022,40.130212,-88.142175,2022-09-04,2022-10-08,34,Forest,Rural,12,0.352941176470588,0.60797536373138406
Urbana,IL_Forest_Urbana_TR5_2022_2022,2022,40.133907,-88.139687,2022-09-03,2022-10-07,34,Forest,Rural,5,0.147058823529412,0.60797536373138406
Urbana,IL_Forest_Urbana_TW1_2023,2023,40.13428,-88.14266,2023-09-01,2023-10-07,36,Forest,Rural,72,2,0.60797536373138406
Urbana,IL_Forest_Urbana_TW2_2023,2023,40.13248,-88.14071,2023-09-01,2023-10-07,36,Forest,Rural,3,0.0833333333333333,0.60797536373138406
Urbana,IL_Forest_Urbana_TW3_2023,2023,40.13019,-88.1392,2023-09-01,2023-11-01,61,Forest,Rural,5,0.0819672131147541,0.60797536373138406
Urbana,IL_Forest_Urbana_TW4_2023,2023,40.1304,-88.14217,2023-09-01,2023-10-07,36,Forest,Rural,5,0.138888888888889,0.60797536373138406
Urbana,IL_Forest_Urbana_TW5_2023,2023,40.13425,-88.13964,2023-09-01,2023-10-07,36,Forest,Rural,1,0.0277777777777778,0.60797536373138406
Vermillion,IL_Forest_Vermillion_dep01_2023,2023,40.059036,-87.563986,2023-09-01,2023-10-06,35,Forest,Rural,7,0.2,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep02_2023,2023,40.059937,-87.566081,2023-09-01,2023-10-06,35,Forest,Rural,3,0.0857142857142857,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep03_2023,2023,40.062931,-87.567443,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep04_2023,2023,40.0667,-87.571377,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep05_2023,2023,40.05776,-87.561769,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.252575933933258
Vermillion,IL_Forest_Vermillion_dep06_2023,2023,40.05624,-87.559858,2023-09-01,2023-10-06,35,Forest,Rural,4,0.114285714285714,0.252575933933258
Vermillion,IL_Forest_Vermillion_dep07_2023,2023,40.060207,-87.559331,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.262688785791397
Vermillion,IL_Forest_Vermillion_dep08_2023,2023,40.067087,-87.568438,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep09_2023,2023,40.064307,-87.570898,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep10_2023,2023,40.064998,-87.567452,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep11_2023,2023,40.065851,-87.565129,2023-09-01,2023-10-06,35,Forest,Rural,3,0.0857142857142857,0.307872414588928
Vermillion,IL_Forest_Vermillion_dep12_2023,2023,40.066458,-87.561715,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.262688785791397
Vermillion,IL_Forest_Vermillion_dep13_2023,2023,40.06863,-87.560012,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.459252774715424
Vermillion,IL_Forest_Vermillion_dep14_2023,2023,40.069966,-87.558309,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.459252774715424
Vermillion,IL_Forest_Vermillion_dep15_2023,2023,40.063652,-87.556542,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.262688785791397
Vermillion,IL_Forest_Vermillion_dep16_2023,2023,40.063396,-87.559405,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.262688785791397
Vermillion,IL_Forest_Vermillion_dep17_2023,2023,40.065814,-87.558505,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.262688785791397
Vermillion,IL_Forest_Vermillion_dep18_2023,2023,40.062493,-87.563199,2023-09-01,2023-10-06,35,Forest,Rural,2,0.0571428571428571,0.307872414588928
Nachusa,IL_Grassland_Nachusa_Grasslands_10_2019,2019,41.91724,-89.35413,2019-08-30,2019-10-27,58,Grassland,Rural,47,0.810344827586207,0.53624415397644
Nachusa,IL_Grassland_Nachusa_Grasslands_11_2019,2019,41.90988,-89.32638,2019-08-30,2019-10-27,58,Grassland,Rural,17,0.293103448275862,0.57579094171524
Nachusa,IL_Grassland_Nachusa_Grasslands_1_2019,2019,41.89188,-89.30743,2019-08-30,2019-09-19,20,Grassland,Rural,8,0.4,0.547317028045654
Nachusa,IL_Grassland_Nachusa_Grasslands_2_2019,2019,41.88398,-89.34576,2019-08-30,2019-09-12,13,Grassland,Rural,152,11.6923076923077,0.387859165668488
Nachusa,IL_Grassland_Nachusa_Grasslands_3_2019,2019,41.90453,-89.33676,2019-08-30,2019-09-18,19,Grassland,Rural,99,5.21052631578947,0.431383818387985
Nachusa,IL_Grassland_Nachusa_Grasslands_4_2019,2019,41.89239,-89.31053,2019-09-19,2019-10-27,38,Grassland,Rural,1,0.0263157894736842,0.547317028045654
Nachusa,IL_Grassland_Nachusa_Grasslands_5_2019,2019,41.89184,-89.33795,2019-09-02,2019-10-05,33,Grassland,Rural,7,0.212121212121212,0.377374172210693
Nachusa,IL_Grassland_Nachusa_Grasslands_6_2019,2019,41.86275,-89.35878,2019-09-02,2019-10-05,33,Grassland,Rural,58,1.75757575757576,0.384975850582123
Nachusa,IL_Grassland_Nachusa_Grasslands_7_2019,2019,41.90245,-89.34041,2019-09-19,2019-10-18,29,Grassland,Rural,3,0.103448275862069,0.431383818387985
Nachusa,IL_Grassland_Nachusa_Grasslands_9_2019,2019,41.89337,-89.37701,2019-09-02,2019-10-27,55,Grassland,Rural,86,1.56363636363636,0.256976366043091
Brooke,IN_Forest_Purdue_Brooke_22_Lugar10_20220909_2022,2022,40.42378,-86.96894,2022-09-09,2022-10-30,51,Forest,Rural,2,0.0392156862745098,0.654049158096313
Brooke,IN_Forest_Purdue_Brooke_22_Lugar1_20220909_2022,2022,40.43012,-86.95977,2022-09-09,2022-10-29,50,Forest,Rural,12,0.24,0.634628474712372
Brooke,IN_Forest_Purdue_Brooke_22_Lugar2_20220909_2022,2022,40.4297,-86.95113,2022-09-09,2022-10-29,50,Forest,Rural,1,0.02,0.674259901046753
Brooke,IN_Forest_Purdue_Brooke_22_Lugar3_20220909_2022,2022,40.42448,-86.94897,2022-09-09,2022-10-29,50,Forest,Rural,2,0.04,0.674259901046753
Brooke,IN_Forest_Purdue_Brooke_22_Lugar4_20220909_2022,2022,40.42209,-86.96,2022-09-09,2022-10-30,51,Forest,Rural,5,0.0980392156862745,0.558670103549957
Brooke,IN_Forest_Purdue_Brooke_22_Lugar5_20220909_2022,2022,40.42469,-86.96555,2022-09-09,2022-10-29,50,Forest,Rural,3,0.06,0.634628474712372
Brooke,IN_Forest_Purdue_Brooke_22_Lugar6_20220909_2022,2022,40.42073,-86.96889,2022-09-09,2022-10-30,51,Forest,Rural,2,0.0392156862745098,0.654049158096313
Brooke,IN_Forest_Purdue_Brooke_22_Lugar7_20220909_2022,2022,40.42641,-86.96795,2022-09-09,2022-10-30,51,Forest,Rural,3,0.0588235294117647,0.634628474712372
Brooke,IN_Forest_Purdue_Brooke_22_Lugar8_20220909_2022,2022,40.42726,-86.96214,2022-09-09,2022-10-29,50,Forest,Rural,17,0.34,0.634628474712372
Brooke,IN_Forest_Purdue_Brooke_22_Lugar9_20220909_2022,2022,40.42324,-86.96236,2022-09-09,2022-10-30,51,Forest,Rural,3,0.0588235294117647,0.558670103549957
Brooke,IN_Forest_Purdue_Lugar_1_2019,2019,40.43021,-86.9596,2019-09-08,2019-09-29,21,Forest,Rural,5,0.238095238095238,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_1_2021,2021,40.43012,-86.95977,2021-09-03,2021-10-22,49,Forest,Rural,5,0.102040816326531,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_20_01_2020,2020,40.43032,-86.95975,2020-09-03,2020-10-21,48,Forest,Rural,4,0.0833333333333333,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_20_02_2020,2020,40.42976,-86.95134,2020-09-03,2020-10-21,48,Forest,Rural,4,0.0833333333333333,0.674259901046753
Brooke,IN_Forest_Purdue_Lugar_20_03_2020,2020,40.42447,-86.94901,2020-09-03,2020-10-21,48,Forest,Rural,2,0.0416666666666667,0.674259901046753
Brooke,IN_Forest_Purdue_Lugar_20_04_2020,2020,40.42191,-86.95999,2020-09-04,2020-10-22,48,Forest,Rural,6,0.125,0.558670103549957
Brooke,IN_Forest_Purdue_Lugar_20_05_2020,2020,40.42073,-86.96889,2020-09-03,2020-10-21,48,Forest,Rural,2,0.0416666666666667,0.654049158096313
Brooke,IN_Forest_Purdue_Lugar_20_06_2020,2020,40.42641,-86.96795,2020-09-03,2020-10-21,48,Forest,Rural,2,0.0416666666666667,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_20_07_2020,2020,40.42469,-86.96555,2020-09-03,2020-10-21,48,Forest,Rural,2,0.0416666666666667,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_20_08_2020,2020,40.42732,-86.96163,2020-09-03,2020-10-21,48,Forest,Rural,3,0.0625,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_2_2019,2019,40.42961,-86.95079,2019-09-08,2019-09-28,20,Forest,Rural,0,0,0.674259901046753
Brooke,IN_Forest_Purdue_Lugar_3_2019,2019,40.42447,-86.94899,2019-09-08,2019-09-09,1,Forest,Rural,0,0,0.674259901046753
Brooke,IN_Forest_Purdue_Lugar_5_2019,2019,40.42075,-86.96889,2019-09-08,2019-11-07,60,Forest,Rural,2,0.0333333333333333,0.654049158096313
Brooke,IN_Forest_Purdue_Lugar_6_2019,2019,40.42621,-86.96797,2019-09-08,2019-11-07,60,Forest,Rural,2,0.0333333333333333,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_8_2019,2019,40.42726,-86.96214,2019-09-08,2019-11-07,60,Forest,Rural,18,0.3,0.634628474712372
Brooke,IN_Forest_Purdue_Lugar_9_2019,2019,40.42212,-86.95991,2019-11-03,2019-11-06,3,Forest,Rural,2,0.666666666666667,0.558670103549957
PWAMartell,IN_Forest_Purdue_PWA_Martell_10_2019,2019,40.43005,-87.03427,2019-09-07,2019-10-29,52,Forest,Rural,6,0.115384615384615,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_11_2019,2019,40.44506,-87.03326,2019-09-07,2019-10-29,52,Forest,Rural,19,0.365384615384615,0.453724771738052
PWAMartell,IN_Forest_Purdue_PWA_Martell_1_2019,2019,40.45058,-87.05056,2019-09-08,2019-10-29,51,Forest,Rural,4,0.0784313725490196,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_01_2020,2020,40.45001,-87.05053,2020-09-01,2020-10-13,42,Forest,Rural,15,0.357142857142857,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_02_2020,2020,40.44965,-87.05447,2020-09-01,2020-10-13,42,Forest,Rural,5,0.119047619047619,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_04_2020,2020,40.45835,-87.05692,2020-09-01,2020-10-13,42,Forest,Rural,13,0.30952380952381,0.492222756147385
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_05_2020,2020,40.42735,-87.0367,2020-09-01,2020-10-13,42,Forest,Rural,20,0.476190476190476,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_06_2020,2020,40.43898,-87.03263,2020-09-01,2020-10-13,42,Forest,Rural,7,0.166666666666667,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_20_09_2020,2020,40.43632,-87.03896,2020-09-01,2020-10-15,44,Forest,Rural,6,0.136363636363636,0.531122744083405
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_01_2022,2022,40.45001,-87.05053,2022-09-01,2022-10-20,49,Forest,Rural,25,0.510204081632653,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_02_2022,2022,40.44965,-87.05447,2022-09-01,2022-10-20,49,Forest,Rural,39,0.795918367346939,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_03_2022,2022,40.45292,-87.05466,2022-09-01,2022-10-20,49,Forest,Rural,45,0.918367346938776,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_04_2022,2022,40.45835,-87.05692,2022-09-01,2022-10-20,49,Forest,Rural,70,1.42857142857143,0.492222756147385
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_05_2022,2022,40.42735,-87.0367,2022-09-01,2022-10-20,49,Forest,Rural,95,1.93877551020408,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_06_2022,2022,40.43898,-87.03263,2022-09-01,2022-10-20,49,Forest,Rural,59,1.20408163265306,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_07_2022,2022,40.43325,-87.029,2022-09-01,2022-10-20,49,Forest,Rural,29,0.591836734693878,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_08_2022,2022,40.43486,-87.0367,2022-09-01,2022-10-20,49,Forest,Rural,27,0.551020408163265,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_09_2022,2022,40.43607,-87.03923,2022-09-01,2022-10-11,40,Forest,Rural,4,0.1,0.531122744083405
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_10_2022,2022,40.4303,-87.03471,2022-09-01,2022-09-27,26,Forest,Rural,8,0.307692307692308,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_11_2022,2022,40.44506,-87.03326,2022-09-01,2022-10-20,49,Forest,Rural,17,0.346938775510204,0.453724771738052
PWAMartell,IN_Forest_Purdue_PWA_Martell_22_loc_12_2022,2022,40.44781,-87.05538,2022-09-01,2022-10-20,49,Forest,Rural,16,0.326530612244898,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_01_2023,2023,40.45001,-87.05053,2023-08-01,2023-09-08,38,Forest,Rural,1,0.0263157894736842,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_02_2023,2023,40.44965,-87.05447,2023-08-01,2023-09-08,38,Forest,Rural,2,0.0526315789473684,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_03_2023,2023,40.45292,-87.05466,2023-08-01,2023-10-20,80,Forest,Rural,24,0.3,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_04_2023,2023,40.45835,-87.05692,2023-08-01,2023-10-20,80,Forest,Rural,56,0.7,0.492222756147385
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_05_2023,2023,40.42735,-87.0367,2023-08-01,2023-10-20,80,Forest,Rural,69,0.8625,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_06_2023,2023,40.43898,-87.03263,2023-08-01,2023-10-20,80,Forest,Rural,79,0.9875,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_07_2023,2023,40.43325,-87.029,2023-08-01,2023-10-20,80,Forest,Rural,22,0.275,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_08_2023,2023,40.43486,-87.0367,2023-08-01,2023-10-20,80,Forest,Rural,31,0.3875,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_09_2023,2023,40.43607,-87.03923,2023-08-01,2023-10-20,80,Forest,Rural,37,0.4625,0.531122744083405
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_10_2023,2023,40.4303,-87.03471,2023-08-01,2023-10-20,80,Forest,Rural,15,0.1875,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_11_2023,2023,40.44506,-87.03326,2023-08-01,2023-10-20,80,Forest,Rural,63,0.7875,0.453724771738052
PWAMartell,IN_Forest_Purdue_PWA_Martell_23_loc_12_2023,2023,40.44781,-87.05538,2023-08-01,2023-10-20,80,Forest,Rural,25,0.3125,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_2_2019,2019,40.44965,-87.05447,2019-09-07,2019-10-29,52,Forest,Rural,10,0.192307692307692,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_3_2019,2019,40.45292,-87.05466,2019-09-07,2019-10-29,52,Forest,Rural,16,0.307692307692308,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_4_2019,2019,40.45835,-87.05692,2019-09-07,2019-10-29,52,Forest,Rural,9,0.173076923076923,0.492222756147385
PWAMartell,IN_Forest_Purdue_PWA_Martell_5B_2019,2019,40.42735,-87.0367,2019-09-07,2019-10-29,52,Forest,Rural,17,0.326923076923077,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_6_2019,2019,40.43898,-87.03263,2019-09-07,2019-10-29,52,Forest,Rural,37,0.711538461538462,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_7_2019,2019,40.43325,-87.029,2019-09-07,2019-10-29,52,Forest,Rural,30,0.576923076923077,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_8_2019,2019,40.43486,-87.0367,2019-09-08,2019-10-29,51,Forest,Rural,35,0.686274509803922,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_9_2019,2019,40.43632,-87.03896,2019-09-07,2019-10-29,52,Forest,Rural,17,0.326923076923077,0.531122744083405
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_01 09/02/2021_2021,2021,40.45001,-87.05053,2021-09-02,2021-10-21,49,Forest,Rural,4,0.0816326530612245,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_02 09/02/2021_2021,2021,40.44965,-87.05447,2021-09-02,2021-10-21,49,Forest,Rural,8,0.163265306122449,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_03 09/02/2021_2021,2021,40.45292,-87.05466,2021-09-02,2021-10-21,49,Forest,Rural,16,0.326530612244898,0.560376048088074
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_04 09/02/2021_2021,2021,40.45835,-87.05692,2021-09-02,2021-10-21,49,Forest,Rural,12,0.244897959183673,0.492222756147385
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_05 09/02/2021_2021,2021,40.42735,-87.0367,2021-09-02,2021-10-21,49,Forest,Rural,34,0.693877551020408,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_06 09/02/2021_2021,2021,40.43898,-87.03263,2021-09-02,2021-10-21,49,Forest,Rural,27,0.551020408163265,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_07 09/02/2021_2021,2021,40.43325,-87.029,2021-09-02,2021-10-21,49,Forest,Rural,6,0.122448979591837,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_08 09/02/2021_2021,2021,40.43486,-87.0367,2021-09-02,2021-10-21,49,Forest,Rural,9,0.183673469387755,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_09 09/02/2021_2021,2021,40.43632,-87.03263,2021-09-02,2021-10-21,49,Forest,Rural,11,0.224489795918367,0.453433662652969
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_10 09/02/2021_2021,2021,40.43005,-87.03427,2021-09-02,2021-10-21,49,Forest,Rural,29,0.591836734693878,0.411671310663223
PWAMartell,IN_Forest_Purdue_PWA_Martell_loc_11 09/02/2021_2021,2021,40.44506,-87.03326,2021-09-02,2021-10-21,49,Forest,Rural,18,0.36734693877551,0.453724771738052
Brooke,IN_Forest_Rural_Brooke_23_loc_01_2023,2023,40.430185,-86.959798,2023-09-08,2023-10-16,38,Forest,Rural,15,0.394736842105263,0.634628474712372
Brooke,IN_Forest_Rural_Brooke_23_loc_02_2023,2023,40.42953,-86.950682,2023-09-08,2023-10-24,46,Forest,Rural,3,0.0652173913043478,0.674259901046753
Brooke,IN_Forest_Rural_Brooke_23_loc_03_2023,2023,40.424537,-86.949256,2023-09-08,2023-10-24,46,Forest,Rural,2,0.0434782608695652,0.674259901046753
Brooke,IN_Forest_Rural_Brooke_23_loc_06_2023,2023,40.420773,-86.969004,2023-09-08,2023-10-24,46,Forest,Rural,2,0.0434782608695652,0.654049158096313
Brooke,IN_Forest_Rural_Brooke_23_loc_07_2023,2023,40.426264,-86.968138,2023-09-08,2023-10-27,49,Forest,Rural,5,0.102040816326531,0.634628474712372
Brooke,IN_Forest_Rural_Brooke_23_loc_08_2023,2023,40.427366,-86.962117,2023-09-09,2023-10-24,45,Forest,Rural,1,0.0222222222222222,0.634628474712372
Brooke,IN_Forest_Rural_Brooke_23_loc_10_2023,2023,40.423796,-86.969066,2023-09-05,2023-10-24,49,Forest,Rural,2,0.0408163265306122,0.654049158096313
Brooke,IN_Forest_Rural_Brooke__23_loc_05_2023,2023,40.424748,-86.965486,2023-09-08,2023-10-24,46,Forest,Rural,11,0.239130434782609,0.634628474712372
Brooke,IN_Purdue_Brooke_21_10_2021,2021,40.42378,-86.96894,2021-09-03,2021-10-22,49,Forest,Rural,4,0.0816326530612245,0.654049158096313
Brooke,IN_Purdue_Brooke_21_2_2021,2021,40.4297,-86.95113,2021-09-03,2021-10-22,49,Forest,Rural,4,0.0816326530612245,0.674259901046753
Brooke,IN_Purdue_Brooke_21_3_2021,2021,40.42448,-86.94897,2021-09-03,2021-10-22,49,Forest,Rural,2,0.0408163265306122,0.674259901046753
Brooke,IN_Purdue_Brooke_21_4_2021,2021,40.42209,-86.96,2021-09-03,2021-10-22,49,Forest,Rural,2,0.0408163265306122,0.558670103549957
Brooke,IN_Purdue_Brooke_21_5_2021,2021,40.42469,-86.96555,2021-09-03,2021-10-22,49,Forest,Rural,2,0.0408163265306122,0.634628474712372
