Project,Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,First_Detection,Survey_Days,Latitude,Longitude,Time_Zone,Habitat,Feature_Water,Feature_Road,Feature_Human_Trail,Feature_Human_Structure,Feature_Log_Rock_Outcrop,Vegetation_Ground_Cover,Vegetation_Understory,Vegetation_Canopy,Camera_Height,Resticted_Field,Obstructed_view,Wide
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_18,d59100,10/24/19,11/2/19,10/24/19,9,42.0934,-93.57596,CST,forest,0,0,0,0,1,medium,medium,medium,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_19,d59101,10/24/19,11/2/19,10/24/19,9,42.09985,-93.5729,CST,forest,0,0,0,0,1,medium,medium,high,1,0,1,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_2,d59084,9/5/19,10/24/19,9/7/19,49,42.111,-93.56483,CST,forest,0,0,0,0,1,na,medium,high,0,1,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_3,d59085,9/5/19,9/26/19,9/5/19,21,42.11052,-93.56191,CST,forest,0,0,0,0,0,medium,high,high,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_4,d59086,9/5/19,9/26/19,9/5/19,21,42.11244,-93.56088,CST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_6,d59088,9/7/19,10/24/19,9/7/19,47,42.09581,-93.57294,CST,forest,0,0,0,0,1,medium,medium,medium,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_7,d59089,9/7/19,9/26/19,9/7/19,19,42.10124,-93.57885,CST,forest,0,0,0,0,0,high,medium,medium,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_8,d59090,9/7/19,9/26/19,9/8/19,19,42.09678,-93.57554,CST,forest,0,0,0,0,0,low,low,medium,1,0,0,0
Snapshot USA - 2019,IA_Anthropogenic_Ames,IA_Anthropogenic_Ames_9,d59091,9/7/19,10/24/19,9/7/19,47,42.09739,-93.57263,CST,forest,0,0,0,0,0,medium,high,high,1,0,0,0
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_1,d59312,9/15/19,10/19/19,9/15/19,34,43.85301,-114.61059,MST,forest,0,0,0,0,1,medium,low,high,1,0,0,1
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_2,d59313,8/31/19,10/16/19,9/1/19,46,43.83749,-114.61117,MST,forest,0,0,0,0,1,low,medium,medium,1,0,0,1
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_3,d59314,9/1/19,10/24/19,9/1/19,53,43.87335,-114.63296,MST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_4,d59315,9/15/19,10/24/19,9/15/19,39,43.82284,-114.6235,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_5,d59316,9/15/19,10/19/19,9/15/19,34,43.83664,-114.63902,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_6,d59317,9/1/19,10/16/19,9/1/19,45,43.88966,-114.68813,MST,forest,0,0,0,0,0,low,low,low,1,0,0,1
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_7,d59318,9/1/19,10/16/19,9/1/19,45,43.9053,-114.67992,MST,forest,0,0,0,0,0,medium,low,low,1,0,0,1
Snapshot USA - 2019,ID_Forest_Galena,ID_Forest_Galena_8,d59319,9/1/19,10/16/19,9/1/19,45,43.87229,-114.70593,MST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_1,d59362,9/1/19,10/24/19,9/1/19,53,43.53206,-114.5214,MST,forest,0,0,0,0,0,low,low,low,0,0,0,1
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_10,d59371,9/1/19,10/23/19,9/1/19,52,43.49928,-114.4926,MST,forest,0,0,0,0,0,high,high,medium,1,0,0,0
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_2,d59363,9/1/19,10/24/19,9/1/19,53,43.55942,-114.49716,MST,forest,0,0,0,0,0,medium,low,low,1,0,0,0
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_4,d59365,9/1/19,10/17/19,9/1/19,46,43.62649,-114.4029,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_5,d59366,9/1/19,10/17/19,9/1/19,46,43.61499,-114.4136,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_6,d59367,9/1/19,9/27/19,9/1/19,26,43.55825,-114.51784,MST,forest,0,0,0,0,0,medium,low,low,0,0,0,1
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_7,d59368,9/1/19,10/23/19,9/1/19,52,43.54676,-114.48647,MST,forest,0,0,0,0,0,medium,low,low,1,0,0,1
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_8,d59369,8/31/19,10/24/19,9/1/19,54,43.54587,-114.4413,MST,forest,0,0,0,0,0,medium,medium,low,1,0,0,1
Snapshot USA - 2019,ID_Forest_Hailey,ID_Forest_Hailey_9,d59370,8/31/19,10/17/19,9/1/19,47,43.58169,-114.4318,MST,forest,0,0,0,0,0,high,medium,low,1,0,0,0
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_1,d59412,8/31/19,10/18/19,9/1/19,48,43.76833,-114.25939,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_10,d59421,9/1/19,10/17/19,9/1/19,46,43.7002,-114.27441,MST,forest,0,0,0,0,0,medium,low,low,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_11,d59422,9/1/19,10/22/19,9/1/19,51,43.60068,-114.2006,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_2,d59413,9/1/19,10/18/19,9/1/19,47,43.75554,-114.22144,MST,forest,0,0,0,0,0,medium,low,medium,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_3,d59414,9/1/19,10/18/19,9/3/19,47,43.74519,-114.2242,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_4,d59415,9/1/19,10/25/19,9/3/19,54,43.73635,-114.22157,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_5,d59416,9/1/19,10/17/19,9/1/19,46,43.71683,-114.25973,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_6,d59417,9/1/19,10/20/19,9/1/19,49,43.69706,-114.20373,MST,forest,0,0,0,0,0,medium,medium,medium,1,0,0,0
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_7,d59418,8/31/19,10/20/19,9/1/19,50,43.68891,-114.22162,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_8,d59419,9/1/19,10/22/19,9/1/19,51,43.66397,-114.14082,MST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,ID_Forest_Sun_Valley,ID_Forest_Sun_Valley_9,d59420,9/1/19,10/20/19,9/4/19,49,43.67903,-114.16431,MST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_1,d57437,9/1/19,9/29/19,9/1/19,28,40.13461,-88.15197,CST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_10,d57446,9/1/19,9/30/19,9/1/19,29,40.13079,-88.14232,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_11,d57447,9/1/19,9/30/19,9/1/19,29,40.14385,-88.16365,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_12,d57448,9/1/19,9/30/19,9/1/19,29,40.14329,-88.16687,CST,forest,0,0,0,0,1,medium,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_13,d57449,9/1/19,9/30/19,9/1/19,29,40.14542,-88.16637,CST,forest,0,0,0,0,0,low,low,medium,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_14,d57450,9/1/19,9/30/19,9/1/19,29,40.14731,-88.16746,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_2,d57438,9/1/19,9/29/19,9/6/19,28,40.12898,-88.14683,CST,forest,0,0,0,0,0,high,medium,high,2,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_3,d57439,9/1/19,9/29/19,9/1/19,28,40.12911,-88.15123,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_4,d57440,9/1/19,9/29/19,9/1/19,28,40.13101,-88.14814,CST,forest,0,0,0,0,0,high,medium,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_5,d57441,9/1/19,9/29/19,9/1/19,28,40.13097,-88.1513,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_7,d57443,9/1/19,9/30/19,9/1/19,29,40.1341,-88.14252,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_8,d57444,9/1/19,9/30/19,9/1/19,29,40.13243,-88.14085,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,IL_Forest_Urbana,IL_Forest_Urbana_9,d57445,9/1/19,9/30/19,9/1/19,29,40.13003,-88.13927,CST,forest,0,0,0,0,1,medium,medium,high,1,0,0,0
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_1,d56885,8/30/19,9/19/19,8/30/19,20,41.89188,-89.30743,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_10,d56894,8/30/19,10/27/19,8/30/19,58,41.91724,-89.35413,CST,grassland,0,0,1,0,0,high,medium,0,0,0,0,0
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_11,d56895,8/30/19,10/27/19,8/30/19,58,41.90988,-89.32638,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_2,d56886,8/30/19,9/12/19,8/30/19,13,41.88398,-89.34576,CST,grassland,0,0,1,1,0,high,low,low,1,0,1,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_3,d56887,8/30/19,9/18/19,8/30/19,19,41.90453,-89.33676,CST,grassland,1,0,1,0,0,medium,medium,low,1,0,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_4,d56888,9/19/19,10/27/19,9/19/19,38,41.89239,-89.31053,CST,riparian,1,0,0,0,0,high,low,0,1,0,1,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_5,d56889,9/2/19,10/5/19,9/2/19,33,41.89184,-89.33795,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_6,d56890,9/2/19,10/5/19,9/2/19,33,41.86275,-89.35878,CST,grassland,0,0,0,1,0,high,low,low,1,0,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_7,d56891,9/19/19,10/18/19,9/19/19,29,41.90245,-89.34041,CST,grassland,0,0,0,1,0,medium,medium,low,0,1,0,1
Snapshot USA - 2019,IL_Grassland_Nachusa_Grasslands,IL_Grassland_Nachusa_Grasslands_9,d56893,9/2/19,10/27/19,9/2/19,55,41.89337,-89.37701,CST,grassland,0,0,1,0,0,high,low,0,0,0,0,0
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_1,d59260,9/8/19,11/7/19,9/8/19,60,40.43021,-86.9596,EST,forest,0,0,0,0,0,high,low,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_2,d59261,9/8/19,9/28/19,9/8/19,20,40.42961,-86.95079,EST,forest,0,0,0,0,1,medium,low,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_3,d59262,9/8/19,11/7/19,9/8/19,60,40.42447,-86.94899,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_5,d59264,9/8/19,11/7/19,9/8/19,60,40.42075,-86.96889,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_6,d59265,9/8/19,11/7/19,9/8/19,60,40.42621,-86.96797,EST,forest,0,0,0,0,0,high,medium,high,2,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_8,d59267,9/8/19,11/7/19,9/8/19,60,40.42726,-86.96214,EST,forest,0,0,0,0,0,high,medium,medium,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_Lugar,IN_Forest_Purdue_Lugar_9,d59268,11/3/19,11/6/19,11/3/19,3,40.42212,-86.95991,EST,forest,0,0,0,0,1,low,low,medium,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_1,d62154,9/8/19,10/29/19,9/8/19,51,40.45058,-87.05056,EST,forest,0,0,0,0,0,medium,low,high,1,0,1,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_10,d62163,9/7/19,10/29/19,9/7/19,52,40.43005,-87.03427,EST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_11,d62164,9/7/19,10/29/19,9/7/19,52,40.44506,-87.03326,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_2,d62155,9/7/19,10/29/19,9/7/19,52,40.44965,-87.05447,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_3,d62156,9/7/19,10/29/19,9/7/19,52,40.45292,-87.05466,EST,forest,0,0,0,0,0,high,medium,medium,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_4,d62157,9/7/19,10/29/19,9/7/19,52,40.45835,-87.05692,EST,forest,0,0,0,0,1,medium,high,high,2,1,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_5B,d64512,9/7/19,10/29/19,9/7/19,52,40.42735,-87.0367,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_6,d62159,9/7/19,10/29/19,9/7/19,52,40.43898,-87.03263,EST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_7,d62160,9/7/19,10/29/19,9/7/19,52,40.43325,-87.029,EST,forest,0,0,0,0,0,low,medium,high,0,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_8,d62161,9/8/19,10/29/19,9/8/19,51,40.43486,-87.0367,EST,forest,0,0,0,0,0,low,high,high,1,0,0,1
Snapshot USA - 2019,IN_Forest_Purdue_PWA_Martell,IN_Forest_Purdue_PWA_Martell_9,d62162,9/7/19,10/29/19,9/7/19,52,40.43632,-87.03896,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_1,d59562,9/17/19,10/23/19,9/17/19,36,39.05004,-95.1983,CST,forest,0,0,0,0,0,high,high,high,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_10,d59571,9/16/19,10/24/19,9/16/19,38,39.03811,-95.21374,CST,grassland,0,0,0,0,0,high,low,0,1,0,1,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_11,d59572,9/16/19,10/27/19,9/27/19,41,39.03776,-95.20995,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_12,d59573,9/16/19,10/23/19,9/16/19,37,39.05323,-95.1897,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_2,d59563,9/16/19,10/25/19,9/16/19,39,39.0483,-95.20214,CST,forest,0,0,0,0,0,low,medium,high,1,0,1,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_3,d59564,9/19/19,10/25/19,9/19/19,36,39.04606,-95.20826,CST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_4,d59565,9/16/19,10/24/19,9/16/19,38,39.04436,-95.20361,CST,forest,0,0,0,0,0,high,high,high,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_5,d59566,9/16/19,10/24/19,9/16/19,38,39.04442,-95.19539,CST,forest,0,0,0,0,0,high,high,high,1,0,1,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_6,d59567,9/16/19,10/24/19,9/16/19,38,39.04376,-95.19166,CST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_7,d59568,9/16/19,10/23/19,9/16/19,37,39.04684,-95.19821,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_8,d59569,9/19/19,10/22/19,9/19/19,33,39.04481,-95.20586,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,KS_Forest_Lawrence,KS_Forest_Lawrence_9,d59570,9/16/19,10/24/19,9/16/19,38,39.04478,-95.21398,CST,grassland,0,0,0,0,0,high,low,0,1,0,0,1
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_1,d57487,8/29/19,9/22/19,8/30/19,24,37.4542,-94.713,CST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_11,d57497,8/28/19,10/20/19,8/28/19,53,37.4311,-94.6756,CST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_12,d57498,9/25/19,10/29/19,9/25/19,34,37.4297,-94.6726,CST,forest,0,0,0,0,0,medium,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_13,d57499,9/25/19,10/29/19,9/25/19,34,37.432,-94.6834,CST,forest,0,0,0,0,1,medium,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_14,d57500,9/27/19,11/2/19,9/27/19,36,37.4087,-94.6956,CST,forest,0,0,0,0,0,high,medium,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_15,d57501,9/23/19,11/2/19,9/23/19,40,37.4181,-94.7221,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_17,d57503,9/30/19,10/29/19,9/30/19,29,37.452,-94.7136,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_2,d57488,8/29/19,9/20/19,8/30/19,22,37.452,-94.7131,CST,forest,0,0,0,0,0,high,low,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_20,d57506,9/24/19,10/29/19,9/24/19,35,37.4463,-94.7115,CST,forest,0,0,0,0,0,high,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_3,d57489,8/27/19,9/22/19,8/27/19,26,37.4491,-94.7129,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_5,d57491,8/29/19,9/24/19,8/29/19,26,37.4442,-94.7107,CST,forest,0,0,0,0,0,high,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_6,d57492,8/27/19,10/18/19,8/28/19,52,37.4492,-94.71,CST,forest,0,0,0,0,0,high,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_7,d57493,8/30/19,9/8/19,8/31/19,9,37.4307,-94.6938,CST,forest,0,0,0,0,1,high,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_8,d57494,8/30/19,9/8/19,8/30/19,9,37.429,-94.6918,CST,forest,0,0,0,0,0,medium,high,high,1,0,0,0
Snapshot USA - 2019,KS_Forest_Pittsburg,KS_Forest_Pittsburg_9,d57495,8/26/19,10/20/19,8/26/19,55,37.433,-94.6728,CST,forest,0,0,0,1,1,high,medium,high,1,0,0,0
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_1,d58832,9/7/19,9/28/19,9/7/19,21,36.89426,-88.40725,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_10B,d64458,9/8/19,9/28/19,9/12/19,20,36.94355,-88.47582,CST,forest,0,0,0,0,1,medium,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_11B,d64459,9/8/19,9/28/19,9/8/19,20,36.94789,-88.48706,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_12B,d64460,9/7/19,9/28/19,9/20/19,21,36.98739,-88.57142,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_13B,d64461,9/7/19,9/28/19,9/8/19,21,36.99189,-88.57151,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_14B,d64462,9/7/19,9/28/19,9/7/19,21,36.97387,-88.57114,CST,forest,0,0,0,0,1,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_2B,d64449,9/7/19,9/28/19,9/7/19,21,36.89931,-88.40688,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_3B,d64451,9/7/19,9/28/19,9/9/19,21,36.90521,-88.41855,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_4B,d64452,9/7/19,9/28/19,9/9/19,21,36.90826,-88.41266,CST,forest,0,0,0,0,0,high,medium,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_5B,d64453,9/8/19,9/28/19,9/9/19,20,36.94778,-88.49761,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_6B,d64454,9/8/19,9/28/19,9/8/19,20,36.95236,-88.49209,CST,forest,0,0,0,0,0,medium,low,high,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_7B,d64455,9/8/19,9/28/19,9/9/19,20,36.93544,-88.46907,CST,forest,0,0,0,0,0,medium,medium,medium,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_8B,d64456,9/8/19,9/28/19,9/9/19,20,36.93468,-88.46367,CST,forest,0,0,0,0,0,medium,high,medium,1,0,0,1
Snapshot USA - 2019,KY_Forest_Marshall_County,KY_Forest_Marshall_County_9B,d64457,9/8/19,9/28/19,9/9/19,20,36.94335,-88.49191,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_1,d57385,9/11/19,10/23/19,9/11/19,42,30.52322,-90.47366,CST,forest,0,0,1,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_10,d57394,9/11/19,10/23/19,9/11/19,42,30.52671,-90.47836,CST,forest,0,0,0,0,0,low,medium,medium,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_2,d57386,9/11/19,10/23/19,9/11/19,42,30.53188,-90.476,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_3,d57387,9/11/19,10/23/19,9/11/19,42,30.52879,-90.475,CST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_4,d57388,9/11/19,10/23/19,9/11/19,42,30.52796,-90.47765,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_5,d57389,9/11/19,10/23/19,9/11/19,42,30.52945,-90.4772,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,LA_Forest_Hammond,LA_Forest_Hammond_6,d57390,9/11/19,10/23/19,9/11/19,42,30.5257,-90.47462,CST,forest,0,0,0,0,0,low,low,medium,1,0,0,1
