Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Days,Humans_Per_Camera_Per_Day
USAFA,CO_GrasslandOak_USAFA_21_dep_24 08/29/2021_2021,2021,39.03565,-104.85213,2021-08-29,2021-09-26,28,0.142857142857143
USAFA,CO_GrasslandOak_USAFA_21_deployment_03 08/29/2021_2021,2021,38.9734,-104.88262,2021-08-29,2021-09-26,28,0.0714285714285714
USAFA,CO_GrasslandOak_USAFA_21_deployment_04 08/29/2021_2021,2021,38.97417,-104.88515,2021-08-29,2021-09-26,28,0.107142857142857
USAFA,CO_GrasslandOak_USAFA_21_deployment_05 08/29/2021_2021,2021,38.97593,-104.88602,2021-08-29,2021-09-26,28,0.0714285714285714
USAFA,CO_GrasslandOak_USAFA_21_deployment_06 08/29/2021_2021,2021,39.0064,-104.90447,2021-08-29,2021-09-26,28,0.0714285714285714
USAFA,CO_GrasslandOak_USAFA_21_deployment_08 08/29/2021_2021,2021,39.00955,-104.9065,2021-08-29,2021-09-26,28,0.0357142857142857
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_22_2019,2019,39.02872,-104.8545,2019-10-01,2019-11-08,38,0.0263157894736842
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_23_2019,2019,39.03133,-104.86812,2019-10-01,2019-11-08,38,0.236842105263158
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_24_2019,2019,39.03565,-104.85213,2019-10-01,2019-11-08,38,0.0789473684210526
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_25_2019,2019,38.97362,-104.87798,2019-09-11,2019-09-19,8,0.25
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_26_2019,2019,38.97598,-104.88602,2019-09-19,2019-11-03,45,0.0888888888888889
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_27_2019,2019,39.00095,-104.90383,2019-10-03,2019-11-08,36,0.166666666666667
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_29_2019,2019,38.97417,-104.88515,2019-09-03,2019-11-03,61,0.180327868852459
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_2_2019,2019,38.97363,-104.88047,2019-09-03,2019-11-03,61,0.163934426229508
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_3B_2019,2019,38.9734,-104.88262,2019-09-03,2019-11-03,61,0
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_5_2019,2019,38.97593,-104.88605,2019-09-03,2019-09-19,16,0.125
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_6_2019,2019,39.0064,-104.90447,2019-09-05,2019-11-03,59,0.152542372881356
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_7_2019,2019,39.00863,-104.9046,2019-09-05,2019-11-03,59,0.11864406779661
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_8_2019,2019,39.00955,-104.9065,2019-09-05,2019-11-03,59,0.135593220338983
CO_GrasslandOak_USAFA,CO_GrasslandOak_USAFA_9_2019,2019,39.00772,-104.90155,2019-09-05,2019-11-03,59,0.135593220338983
USAFA,CO_Grassland_USAFA_22_dep_01 08/26/2022_2022,2022,38.9733,-104.8786,2022-08-26,2022-11-03,69,0.101449275362319
USAFA,CO_Grassland_USAFA_22_dep_04 08/26/2022_2022,2022,38.9742,-104.8852,2022-08-26,2022-11-03,69,0.0579710144927536
USAFA,CO_Grassland_USAFA_22_dep_05 08/26/2022_2022,2022,38.9759,-104.886,2022-08-26,2022-11-03,69,0.0579710144927536
USAFA,CO_Grassland_USAFA_22_dep_06 08/27/2022_2022,2022,39.0064,-104.9045,2022-08-27,2022-11-03,68,0.0735294117647059
USAFA,CO_Grassland_USAFA_22_dep_07 08/27/2022_2022,2022,39.0086,-104.9046,2022-08-27,2022-11-03,68,0.0735294117647059
USAFA,CO_Grassland_USAFA_22_dep_11 08/26/2022_2022,2022,38.9834,-104.8539,2022-08-26,2022-11-03,69,0.0579710144927536
USAFA,CO_Grassland_USAFA_22_dep_16 08/27/2022_2022,2022,39.0169,-104.8335,2022-08-27,2022-11-03,68,0.0588235294117647
USAFA,CO_Grassland_USAFA_22_dep_18 08/26/2022_2022,2022,39.0109,-104.8525,2022-08-26,2022-11-03,69,0.0579710144927536
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_01_2021,2021,41.799433,-72.230827,2021-09-01,2021-10-02,31,0.0645161290322581
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_02_2021,2021,41.799791,-72.229611,2021-09-01,2021-10-02,31,0.0645161290322581
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_03_2021,2021,41.800138,-72.228531,2021-09-01,2021-10-02,31,0.0967741935483871
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_04_2021,2021,41.80028,-72.227481,2021-09-01,2021-10-02,31,0.0645161290322581
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_05_2021,2021,41.800909,-72.229637,2021-09-01,2021-10-02,31,1.12903225806452
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_06_2021,2021,41.801419,-72.230495,2021-09-01,2021-10-02,31,0.0645161290322581
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_07_2021,2021,41.800076,-72.230879,2021-09-01,2021-10-02,31,0.0645161290322581
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_08_2021,2021,41.799671,-72.2321,2021-09-01,2021-10-02,31,0.032258064516129
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_09_2021,2021,41.800317,-72.233724,2021-09-01,2021-10-02,31,0.0967741935483871
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_10_2021,2021,41.799022,-72.232339,2021-09-01,2021-10-02,31,0.129032258064516
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_11_2021,2021,41.816147,-72.258838,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_12_2021,2021,41.814921,-72.258726,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_13_2021,2021,41.815709,-72.258062,2021-10-03,2021-11-14,42,0.0714285714285714
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_14_2021,2021,41.815608,-72.257098,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_15_2021,2021,41.815259,-72.256753,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_16_2021,2021,41.814644,-72.257152,2021-10-03,2021-10-10,7,0.142857142857143
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_17_2021,2021,41.814532,-72.255934,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_18_2021,2021,41.813713,-72.2564,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_19_2021,2021,41.813279,-72.254896,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Forest_Storrs_21_dep_20_2021,2021,41.812334,-72.255377,2021-10-03,2021-11-14,42,0.0476190476190476
Storrs,CT_Anthropogenic_Kuprewicz_22_dep_01B_2022,2022,41.7994,-72.2308,2022-09-28,2022-10-04,6,1
Storrs,CT_Anthropogenic_Kuprewicz_22_dep_02B_2022,2022,41.7998,-72.2296,2022-09-28,2022-10-04,6,0.166666666666667
Storrs,CT_Anthropogenic_Kuprewicz_22_dep_05B_2022,2022,41.8009,-72.2296,2022-09-28,2022-10-04,6,0
Storrs,CT_Anthropogenic_Kuprewicz_22_dep_06B_2022,2022,41.8014,-72.2305,2022-09-28,2022-10-04,6,0.166666666666667
Storrs,CT_Anthropogenic_Storrs_22_dep_01_2022,2022,41.7994,-72.2308,2022-09-01,2022-10-04,33,1.39393939393939
Storrs,CT_Anthropogenic_Storrs_22_dep_02_2022,2022,41.7998,-72.2296,2022-09-01,2022-10-04,33,0.0303030303030303
Storrs,CT_Anthropogenic_Storrs_22_dep_04_2022,2022,41.8003,-72.2275,2022-09-01,2022-10-04,33,0.0606060606060606
Storrs,CT_Anthropogenic_Storrs_22_dep_05_2022,2022,41.8009,-72.2296,2022-09-01,2022-10-04,33,0.606060606060606
Storrs,CT_Anthropogenic_Storrs_22_dep_06_2022,2022,41.8014,-72.2305,2022-09-01,2022-10-04,33,0.121212121212121
Storrs,CT_Anthropogenic_Storrs_22_dep_07_2022,2022,41.8001,-72.2309,2022-09-01,2022-10-04,33,0.0303030303030303
Storrs,CT_Anthropogenic_Storrs_22_dep_08_2022,2022,41.7997,-72.2321,2022-09-01,2022-10-04,33,0.0606060606060606
Storrs,CT_Anthropogenic_Storrs_22_dep_09_2022,2022,41.8003,-72.2337,2022-09-01,2022-10-04,33,0.212121212121212
Storrs,CT_Anthropogenic_Storrs_22_dep_10_2022,2022,41.799,-72.2323,2022-09-01,2022-10-04,33,0.151515151515152
Storrs,CT_Anthropogenic_Storrs_22_dep_11_2022,2022,41.8161,-72.2588,2022-10-06,2022-11-04,29,0.0344827586206897
Storrs,CT_Anthropogenic_Storrs_22_dep_12_2022,2022,41.8143,-72.2587,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_13_2022,2022,41.8157,-72.2581,2022-10-06,2022-11-21,46,0.0652173913043478
Storrs,CT_Anthropogenic_Storrs_22_dep_14_2022,2022,41.8156,-72.2571,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_15_2022,2022,41.8153,-72.2568,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_16_2022,2022,41.8146,-72.2572,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_17_2022,2022,41.8145,-72.2559,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_18_2022,2022,41.8137,-72.2564,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_19_2022,2022,41.8133,-72.2549,2022-10-06,2022-11-21,46,0.0434782608695652
Storrs,CT_Anthropogenic_Storrs_22_dep_20_2022,2022,41.8123,-72.2554,2022-10-06,2022-11-21,46,0.0434782608695652
NyeHolman,CT_Forest_Davis_21.01 09/03/2021_2021,2021,41.88351,-72.32718,2021-09-03,2021-10-11,38,0.0789473684210526
NyeHolman,CT_Forest_Davis_21.03 09/03/2021_2021,2021,41.88541,-72.3246,2021-09-03,2021-10-11,38,0.0526315789473684
NyeHolman,CT_Forest_Davis_21.04 09/03/2021_2021,2021,41.88347,-72.32477,2021-09-03,2021-10-11,38,0.0526315789473684
NyeHolman,CT_Forest_Davis_21.05 09/03/2021_2021,2021,41.88178,-72.32366,2021-09-03,2021-10-11,38,0.0789473684210526
NyeHolman,CT_Forest_Davis_21.06 09/04/2021_2021,2021,41.88892,-72.32623,2021-09-04,2021-10-15,41,0.048780487804878
NyeHolman,CT_Forest_Davis_21.07 09/04/2021_2021,2021,41.88907,-72.32864,2021-09-04,2021-10-15,41,0.048780487804878
NyeHolman,CT_Forest_Davis_21.08 09/04/2021_2021,2021,41.89105,-72.32874,2021-09-04,2021-09-26,22,0.0909090909090909
NyeHolman,CT_Forest_Davis_21.09 09/04/2021_2021,2021,41.89105,-72.32593,2021-09-04,2021-10-15,41,0.0731707317073171
NyeHolman,CT_Forest_Davis_21.10 09/04/2021_2021,2021,41.89096,-72.32314,2021-09-04,2021-10-15,41,0.048780487804878
NyeHolman,CT_Forest_Davis_21.11 09/04/2021_2021,2021,41.88921,-72.32355,2021-09-04,2021-09-28,24,0.0416666666666667
NyeHolman,CT_Forest_Davis_21.12 09/06/2021_2021,2021,41.89799,-72.30968,2021-09-06,2021-10-03,27,0.037037037037037
NyeHolman,CT_Forest_Davis_21.13 09/06/2021_2021,2021,41.89829,-72.30669,2021-09-06,2021-10-22,46,0.0434782608695652
NyeHolman,CT_Forest_Davis_21.14 09/06/2021_2021,2021,41.89798,-72.30395,2021-09-06,2021-10-22,46,0.0652173913043478
NyeHolman,CT_Forest_Davis_21.15 09/06/2021_2021,2021,41.90006,-72.30396,2021-09-06,2021-10-22,46,0.0434782608695652
NyeHolman,CT_Forest_Davis_21.16 09/06/2021_2021,2021,41.89998,-72.30716,2021-09-06,2021-10-22,46,0.0434782608695652
NyeHolman,CT_Forest_Davis_21.17 09/06/2021_2021,2021,41.90203,-72.30704,2021-09-06,2021-10-20,44,0.0227272727272727
NyeHolman,CT_Forest_Davis_22.01 09/09/2022_2022,2022,41.8835,-72.327,2022-09-09,2022-10-21,42,0.0238095238095238
NyeHolman,CT_Forest_Davis_22.02 09/09/2022_2022,2022,41.8857,-72.3275,2022-09-09,2022-10-21,42,0.0238095238095238
NyeHolman,CT_Forest_Davis_22.03 09/09/2022_2022,2022,41.8856,-72.3246,2022-09-09,2022-10-05,26,0.0384615384615385
NyeHolman,CT_Forest_Davis_22.04 09/09/2022_2022,2022,41.8832,-72.3246,2022-09-09,2022-10-21,42,0.0714285714285714
NyeHolman,CT_Forest_Davis_22.05 09/09/2022_2022,2022,41.8818,-72.3235,2022-09-09,2022-10-20,41,0.048780487804878
NyeHolman,CT_Forest_Davis_22.06 09/16/2022_2022,2022,41.8887,-72.326,2022-09-16,2022-10-21,35,0.0571428571428571
NyeHolman,CT_Forest_Davis_22.07 09/16/2022_2022,2022,41.889,-72.3289,2022-09-16,2022-10-21,35,0.0571428571428571
NyeHolman,CT_Forest_Davis_22.08 09/16/2022_2022,2022,41.891,-72.329,2022-09-16,2022-10-21,35,0.0285714285714286
NyeHolman,CT_Forest_Davis_22.09 09/16/2022_2022,2022,41.891,-72.3259,2022-09-16,2022-10-21,35,0.114285714285714
NyeHolman,CT_Forest_Davis_22.10 09/16/2022_2022,2022,41.891,-72.3231,2022-09-16,2022-10-21,35,0.0571428571428571
NyeHolman,CT_Forest_Davis_22.11 09/16/2022_2022,2022,41.8891,-72.3224,2022-09-16,2022-10-21,35,0.0857142857142857
NyeHolman,CT_Forest_Davis_22.12 09/10/2022_2022,2022,41.8983,-72.3094,2022-09-10,2022-10-22,42,0.0714285714285714
NyeHolman,CT_Forest_Davis_22.13 09/10/2022_2022,2022,41.8978,-72.3069,2022-09-10,2022-10-22,42,0.0714285714285714
NyeHolman,CT_Forest_Davis_22.14 09/10/2022_2022,2022,41.8983,-72.3044,2022-09-10,2022-10-22,42,0.0714285714285714
NyeHolman,CT_Forest_Davis_22.15 09/10/2022_2022,2022,41.9,-72.3038,2022-09-10,2022-10-22,42,0.0714285714285714
NyeHolman,CT_Forest_Davis_22.16 09/10/2022_2022,2022,41.9,-72.3074,2022-09-10,2022-10-20,40,0.05
NyeHolman,CT_Forest_Davis_22.17 09/10/2022_2022,2022,41.9017,-72.3071,2022-09-10,2022-10-22,42,0.0476190476190476
NyeHolman,CT_Forest_Davis_22.18 09/10/2022_2022,2022,41.9022,-72.3043,2022-09-10,2022-10-25,45,0.0444444444444444
NyeHolman,CT_Forest_Davis_22.19 09/10/2022_2022,2022,41.9005,-72.31,2022-09-10,2022-10-22,42,0.0476190476190476
NyeHolman,CT_Forest_Davis_22.20 09/10/2022_2022,2022,41.9022,-72.31,2022-09-10,2022-10-22,42,0.0714285714285714
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_10_2019,2019,41.89103,-72.32311,2019-09-12,2019-10-17,35,0.0285714285714286
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_11_2019,2019,41.88908,-72.3234,2019-09-12,2019-10-17,35,0.0571428571428571
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_12_2019,2019,41.89824,-72.3093,2019-09-11,2019-10-18,37,0.027027027027027
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_13_2019,2019,41.89825,-72.30688,2019-09-08,2019-10-18,40,0.075
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_14_2019,2019,41.89801,-72.30387,2019-09-06,2019-10-18,42,0.0714285714285714
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_15_2019,2019,41.90014,-72.30394,2019-09-02,2019-10-18,46,0.0869565217391304
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_16_2019,2019,41.9,-72.30711,2019-09-11,2019-09-22,11,0.0909090909090909
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_17_2019,2019,41.90181,-72.30695,2019-09-08,2019-10-18,40,0.125
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_1_2019,2019,41.88349,-72.32731,2019-09-06,2019-10-08,32,0
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_01_2020,2020,41.88353,-72.32721,2020-09-03,2020-10-15,42,0.0714285714285714
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_02_2020,2020,41.88569,-72.32744,2020-09-05,2020-10-15,40,0.05
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_05_2020,2020,41.88171,-72.32355,2020-09-05,2020-10-15,40,0.025
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_06_2020,2020,41.8988,-72.32593,2020-09-05,2020-10-17,42,0.0476190476190476
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_08_reupload_2020,2020,41.89112,-72.32881,2020-09-05,2020-10-17,42,0.0476190476190476
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_10_2020,2020,41.89102,-72.32294,2020-09-08,2020-10-17,39,0.0769230769230769
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_11_2020,2020,41.889,-72.32333,2020-09-08,2020-10-17,39,0.0512820512820513
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_12_2020,2020,41.89824,-72.3093,2020-09-06,2020-10-10,34,0.0882352941176471
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_13_2020,2020,41.89819,-72.30697,2020-09-06,2020-10-10,34,0.0588235294117647
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_14_2020,2020,41.89801,-72.30387,2020-09-06,2020-10-10,34,0.0882352941176471
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_15_2020,2020,41.90014,-72.30394,2020-09-06,2020-10-10,34,0.0882352941176471
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_16_2020,2020,41.89991,-72.30717,2020-09-06,2020-10-10,34,0.0882352941176471
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_17_2020,2020,41.90179,-72.30691,2020-09-06,2020-10-10,34,0.0588235294117647
CT_Forest_Nye_Holman_20,CT_Forest_Nye_Holman_20_20_2020,2020,41.88556,-72.32455,2020-09-05,2020-10-15,40,0.05
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_2_2019,2019,41.88564,-72.32735,2019-09-06,2019-10-08,32,12.71875
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_3_2019,2019,41.88563,-72.32459,2019-09-06,2019-10-08,32,0.09375
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_4_2019,2019,41.88347,-72.32462,2019-09-02,2019-10-08,36,0.0555555555555556
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_5_2019,2019,41.88171,-72.32355,2019-09-06,2019-10-08,32,0.0625
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_6_2019,2019,41.8889,-72.32593,2019-09-10,2019-10-17,37,0.135135135135135
CT_Forest_Nye_Holman,CT_Forest_Nye_Holman_8_2019,2019,41.89105,-72.32874,2019-09-10,2019-10-17,37,0.0810810810810811
CT_Forest_Storrs,CT_Forest_Storrs_10_2019,2019,41.79902,-72.23234,2019-09-01,2019-10-12,41,0.292682926829268
CT_Forest_Storrs,CT_Forest_Storrs_1_2019,2019,41.79943,-72.23083,2019-09-01,2019-10-12,41,0.24390243902439
CT_Forest_Storrs_20,CT_Forest_Storrs_20_01_2020,2020,41.79943,-72.23082,2020-09-02,2020-10-26,54,0.111111111111111
CT_Forest_Storrs_20,CT_Forest_Storrs_20_02_2020,2020,41.79979,-72.22961,2020-09-02,2020-10-26,54,0.0925925925925926
CT_Forest_Storrs_20,CT_Forest_Storrs_20_03_2020,2020,41.80013,-72.22853,2020-09-02,2020-10-26,54,0.037037037037037
CT_Forest_Storrs_20,CT_Forest_Storrs_20_04_2020,2020,41.80028,-72.22748,2020-09-02,2020-10-17,45,0.111111111111111
CT_Forest_Storrs_20,CT_Forest_Storrs_20_05_2020,2020,41.8009,-72.22963,2020-09-02,2020-10-14,42,0.833333333333333
CT_Forest_Storrs_20,CT_Forest_Storrs_20_06_2020,2020,41.80141,-72.23049,2020-09-30,2020-10-26,26,0.115384615384615
CT_Forest_Storrs_20,CT_Forest_Storrs_20_07_2020,2020,41.80007,-72.23087,2020-09-02,2020-10-26,54,0.0185185185185185
CT_Forest_Storrs_20,CT_Forest_Storrs_20_08_2020,2020,41.79967,-72.2321,2020-09-02,2020-10-02,30,0.0333333333333333
CT_Forest_Storrs_20,CT_Forest_Storrs_20_09_2020,2020,41.80031,-72.23372,2020-09-02,2020-10-20,48,0.0833333333333333
CT_Forest_Storrs_20,CT_Forest_Storrs_20_10_2020,2020,41.79902,-72.23233,2020-09-02,2020-10-01,29,0.0344827586206897
CT_Forest_Storrs,CT_Forest_Storrs_2_2019,2019,41.79979,-72.22961,2019-09-01,2019-10-12,41,0.170731707317073
CT_Forest_Storrs,CT_Forest_Storrs_3_2019,2019,41.80014,-72.22853,2019-09-01,2019-10-12,41,0.219512195121951
CT_Forest_Storrs,CT_Forest_Storrs_4_2019,2019,41.80028,-72.22748,2019-09-01,2019-10-12,41,0.0975609756097561
CT_Forest_Storrs,CT_Forest_Storrs_5_2019,2019,41.80091,-72.22964,2019-09-01,2019-10-12,41,0.146341463414634
CT_Forest_Storrs,CT_Forest_Storrs_6_2019,2019,41.80142,-72.2305,2019-09-01,2019-10-12,41,0.292682926829268
CT_Forest_Storrs,CT_Forest_Storrs_7_2019,2019,41.80008,-72.23088,2019-09-01,2019-10-12,41,0.048780487804878
CT_Forest_Storrs,CT_Forest_Storrs_8_2019,2019,41.79967,-72.2321,2019-09-02,2019-09-29,27,0.481481481481481
CT_Forest_Storrs,CT_Forest_Storrs_9_2019,2019,41.80032,-72.23372,2019-09-01,2019-10-12,41,0.658536585365854
UT_Desert_Wasatch,Creekside Park.USA.2019_2019,2019,40.66553,-111.84855,2019-09-07,2019-09-29,22,11.2272727272727
UT_SLC_20,Creekside Park.USA.2020_2020,2020,40.66558,-111.84845,2020-09-05,2020-10-08,33,14.6363636363636
UT_Desert_Wasatch,Crestwood Park.USA.2019_2019,2019,40.61364,-111.84496,2019-09-07,2019-09-29,22,1.09090909090909
UT_SLC_20,Crestwood Park.USA.2020_2020,2020,40.61363,-111.84483,2020-09-09,2020-10-04,25,1.92
Gregory,DC-RCNP-01-2021_2021,2021,38.982335,-77.049771,2021-09-03,2021-10-17,44,0.0909090909090909
Gregory,DC-RCNP-02 09/03/2021_2021,2021,38.973558,-77.044881,2021-09-03,2021-10-17,44,0.0909090909090909
Gregory,DC-RCNP-03 09/07/2021_2021,2021,38.958102,-77.046863,2021-09-07,2021-10-16,39,0.0769230769230769
Gregory,DC-RCNP-04 09/07/2021_2021,2021,38.944775,-77.046865,2021-09-07,2021-10-16,39,0.17948717948718
Herrera,DC_Arboretum 09/03/2021_2021,2021,38.90965,-76.97235,2021-09-03,2021-10-01,28,0.0357142857142857
Herrera,DC_Arboretum1 09/03/2021_2021,2021,38.90965,-76.97235,2021-09-03,2021-10-01,28,0.0714285714285714
Herrera,DC_Arboretum2 09/03/2021_2021,2021,38.90783,-76.96419,2021-09-03,2021-10-01,28,0.428571428571429
Herrera,DC_Arboretum3 09/03/2021_2021,2021,38.91602,-76.95528,2021-09-03,2021-10-01,28,0.0714285714285714
Herrera,DC_ArlingtonNationalCemetery 10/12/2021_2021,2021,38.88252478,-77.07668246,2021-10-12,2021-11-17,36,0.0833333333333333
Herrera,DC_ArmyNavyCountryClub 10/12/2021_2021,2021,38.85268765,-77.08247447,2021-10-12,2021-11-19,38,0.105263157894737
Herrera,DC_BaldEagleHill 10/08/2021_2021,2021,38.81856115,-77.00917295,2021-10-08,2021-11-14,37,0.027027027027027
Herrera,DC_BarnardHillPark 10/15/2021_2021,2021,38.93894995,-76.9715876,2021-10-15,2021-10-24,9,0.111111111111111
Herrera,DC_Ben_Brenman_Park 10/12/2021_2021,2021,38.8112899,-77.11480335,2021-10-12,2021-11-16,35,0.0571428571428571
Herrera,DC_BerkshirePark 10/08/2021_2021,2021,38.8451427,-76.90151089,2021-10-08,2021-11-14,37,0.027027027027027
Herrera,DC_BluemontPark 10/13/2021_2021,2021,38.86717456,-77.1285257,2021-10-13,2021-11-05,23,0.304347826086957
Herrera,DC_BrenMarPark 10/12/2021_2021,2021,38.807468,-77.1502,2021-10-12,2021-11-13,32,0.09375
Herrera,DC_COCanal1 09/03/2021_2021,2021,38.93367,-77.11538,2021-09-03,2021-10-01,28,0.0714285714285714
Herrera,DC_COCanal2 09/03/2021_2021,2021,38.91678,-77.10038,2021-09-03,2021-10-01,28,0.0714285714285714
Herrera,DC_CapViewHomewoodPark 10/11/2021_2021,2021,39.02836006,-77.05858125,2021-10-11,2021-11-12,32,0.3125
Herrera,DC_ColumbiaCountryClub 10/11/2021_2021,2021,38.99385476,-77.08375527,2021-10-11,2021-11-15,35,0.0571428571428571
Herrera,DC_CongressCemetery_2021,2021,38.88156194,-76.9764441,2021-10-08,2021-11-14,37,0.243243243243243
Herrera,DC_CricketGrounds 10/08/2021_2021,2021,38.81452216,-76.9871888,2021-10-08,2021-11-05,28,0.0357142857142857
Herrera,DC_DaingerfieldIsland 10/13/2021_2021,2021,38.8289536,-77.03860874,2021-10-13,2021-10-21,8,0.125
Herrera,DC_DoraKelleyPark 10/12/2021_2021,2021,38.83280956,-77.13049648,2021-10-12,2021-11-16,35,0.228571428571429
Herrera,DC_ForDupontPark_2021,2021,38.8744773,-76.94223263,2021-10-08,2021-11-14,37,0.0540540540540541
Herrera,DC_Forest_Urban_Arboretum 10/03/2022_2022,2022,38.9093,-76.9579,2022-10-03,2022-10-21,18,0.0555555555555556
Herrera,DC_Forest_Urban_ArlingtonNationalCemetery 09/30/2022_2022,2022,38.8827,-77.0766,2022-09-30,2022-10-28,28,0.357142857142857
Herrera,DC_Forest_Urban_ArmyNavyCountryClub 09/30/2022_2022,2022,38.8526,-77.0826,2022-09-30,2022-10-15,15,0.133333333333333
Herrera,DC_Forest_Urban_BaldEagleHill 10/03/2022_2022,2022,38.818600000000004,-77.0092,2022-10-03,2022-11-04,32,0.375
Herrera,DC_Forest_Urban_BarnardHillPark 10/03/2022_2022,2022,38.9389,-76.9716,2022-10-03,2022-10-16,13,0.0769230769230769
Herrera,DC_Forest_Urban_Ben_Brenman_Park 10/03/2022_2022,2022,38.8113,-77.1148,2022-10-03,2022-10-28,25,0.08
Herrera,DC_Forest_Urban_BrenMarPark 10/03/2022_2022,2022,38.8074,-77.1504,2022-10-03,2022-10-11,8,0.125
Herrera,DC_Forest_Urban_BushHill 10/03/2022_2022,2022,38.7937,-77.1094,2022-10-03,2022-10-22,19,0.105263157894737
Herrera,DC_Forest_Urban_ColumbiaCountryClub 10/03/2022_2022,2022,38.9939,-77.0838,2022-10-03,2022-10-31,28,0.321428571428571
Herrera,DC_Forest_Urban_Congressional_Cemetery 10/03/2022_2022,2022,38.8816,-76.9764,2022-10-03,2022-10-21,18,0.166666666666667
