Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,Survey_Days,Latitude,Longitude,Time_Zone,Development,detection_distance,Feature_Water,Feature_Road,Feature_Human_Trail,human_pics_removed,deployment_notes
MA_Forest_Grafton_20,MA_Forest_Grafton_20_05,d69427,2020-09-01,2020-10-18,47,42.21138,-71.70272,EST,Rural,5,0,0,0,n, 
MA_Forest_Grafton_20,MA_Forest_Grafton_20_07,d69429,2020-09-01,2020-10-18,47,42.21571,-71.70018,EST,Rural,10,0,0,0,n, 
MA_Forest_Grafton_20,MA_Forest_Grafton_20_08,d69430,2020-09-01,2020-10-18,47,42.21758,-71.70247,EST,Rural,10,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_01,d69432,2020-09-12,2020-11-01,50,42.24144,-71.67818,EST,Rural,10,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_05,d69436,2020-09-12,2020-11-01,50,42.25488,-71.66779,EST,Rural,10,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_06,d69437,2020-09-12,2020-11-01,50,42.24466,-71.66897,EST,Rural,20,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_07,d69438,2020-09-12,2020-11-01,50,42.24364,-71.67828,EST,Rural,20,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_08,d69439,2020-09-12,2020-11-01,50,42.23681,-71.68695,EST,Rural,10,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_09,d69440,2020-09-05,2020-10-25,50,42.24292,-71.66836,EST,Rural,10,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_11,d69442,2020-09-12,2020-11-01,50,42.24858,-71.67016,EST,Rural,5,0,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_12,d69443,2020-09-06,2020-10-26,50,42.24234,-71.68355,EST,Rural,10,1,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_13,d69444,2020-09-08,2020-10-28,50,42.24006,-71.68349,EST,Rural,5,1,0,0,n, 
MA_Forest_Tufts_20,MA_Forest_Tufts_20_14,d69445,2020-09-11,2020-10-31,50,42.23641,-71.68394,EST,Rural,10,1,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_01,d69350,2020-09-09,2020-11-04,56,44.8971,-68.6642,EST,Rural,20,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_02,d69351,2020-09-09,2020-10-24,45,44.9066,-68.6613,EST,Rural,20,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_03,d69352,2020-09-09,2020-09-28,19,44.9084,-68.6616,EST,Rural,20,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_04,d69353,2020-09-09,2020-09-12,3,44.91004,-68.66321,EST,Rural,5,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_05,d69354,2020-09-09,2020-10-09,30,44.91182,-68.66475,EST,Rural,10,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_06,d69355,2020-09-09,2020-11-04,56,44.9132,-68.6663,EST,Rural,10,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_07,d69356,2020-09-09,2020-11-04,56,44.9148,-68.6679,EST,Rural,10,0,0,0,n, 
ME_Forest_Piscataquis_County_20,ME_Forest_Piscataquis_County_20_09,d69358,2020-09-09,2020-11-04,56,44.8952,-68.6643,EST,Rural,10,0,0,0,n, 
DC_Urban_MH_Sites_20,MH0701, ,2020-09-22,2020-10-07,15,38.91592,-77.01338,EST,Wild,7,0,0,1,n,"Placed in dry creek bed. Checked and working fine 9/28, 10/5, and 10/19.
Misfires cleared by AI"
DC_Urban_MH_Sites_20,MH0702, ,2020-09-22,2020-10-07,15,38.91606,-77.00989,EST,Wild,8,0,0,1,n,"Second half of the photos from the same location as TX_Grassland_Matador_04.
Deployed 9/8, 
Checked 9/14, strap loose from cows
Checked 9/22, sd card and batteris replaced
9/28, camera shifted, fixed
Checked and working fine 10/5 and 10/16.
As in the fir"
DC_Urban_MH_Sites_20,MH0703, ,2020-09-22,2020-10-07,15,38.91823,-77.00986,EST,Wild,8,0,0,1,n,"Camera redeployed close to site 8, but attached to a fencepost instead of a tree to try and deter woopeckers
Camera PIR cover had several holes poked in it by a woodpecker at site 8. I tested it at the office, and it seemed to be trigging fine at varieou"
DC_Urban_MH_Sites_20,MH0704, ,2020-09-22,2020-10-07,15,38.92032,-77.00971,EST,Wild,8,0,0,1,n,"Second half of deployment 07. 
Checked 9/10, working fine
checked 9/15, batteries replaced
checked 9/28 working fine
checked 10/16 batteries replaced
Sequences 21-77 and 86-138 did not get grouped together properly. I think this is because when combining"
DC_Urban_MH_Sites_20,MH0707, ,2020-09-22,2020-10-03,11,38.91171,-77.00584,EST,Wild,10,0,1,0,n,"Second half of deployment 11, see deployment 11 notes. 
On retrieval 11/2 setup screen wouldn't turn on, but the trigger light was working."
DC_Urban_MH_Sites_20,MH0708, ,2020-09-22,2020-10-07,15,38.91079,-77.00778,EST,Wild,10,0,0,1,n,"Deployed late.
Misfires removed by AI"
DC_Urban_MH_Sites_20,MH0709, ,2020-09-22,2020-10-07,15,38.91248,-77.00996,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)

Incident #:
2020-UTSWS-000431
Fire Start:
Monday, July 13, 2020 1"
DC_Urban_MH_Sites_20,MH0711, ,2020-09-22,2020-10-07,15,38.91073,-77.01461,EST,Wild,10,0,1,0,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0712, ,2020-09-22,2020-10-07,15,38.91359,-77.01423,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0713, ,2020-09-22,2020-10-07,15,38.90714,-77.02599,EST,Wild,10,0,0,0,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0714, ,2020-09-22,2020-09-27,5,38.90825,-77.02937,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0715, ,2020-09-22,2020-10-07,15,38.90469,-77.01888,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0717, ,2020-10-07,2020-10-22,15,38.91107,-77.01085,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0718, ,2020-10-07,2020-10-22,15,38.91272,-77.00666,EST,Wild,10,0,0,0,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0719, ,2020-10-07,2020-10-22,15,38.91264,-77.01169,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0720, ,2020-10-07,2020-10-14,7,38.91552,-77.00816,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0721, ,2020-10-07,2020-10-22,15,38.91742,-77.00777,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0723, ,2020-10-07,2020-10-22,15,38.9159,-77.0179,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0724, ,2020-10-07,2020-10-22,15,38.92032,-77.0115,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0725, ,2020-10-07,2020-10-22,15,38.9204,-77.01443,EST,Wild,10,0,0,1,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0726, ,2020-10-07,2020-10-22,15,38.91984,-77.01347,EST,Wild,10,0,0,0,n,"This location was affected by the Turkey Farm Road Fire. (Information from: https://www.fireweatheravalanche.org/wildfire/incident/123905/utah/turkey-farm-road-fire
Retrieved 28 Sep 2020)"
DC_Urban_MH_Sites_20,MH0727, ,2020-10-07,2020-10-22,15,38.90906,-77.01082,EST,Urban,100,0,1,0,n, 
DC_Urban_MH_Sites_20,MH0728, ,2020-10-07,2020-10-22,15,38.90639,-77.01276,EST,Urban,100,0,0,1,n,"on 9/18 a wild fire triggered a long camera sequence.  The camera site did not burn but fire was in close proximity, maybe 40 yards away."
DC_Urban_MH_Sites_20,MH0729, ,2020-10-07,2020-10-22,15,38.90718,-77.01414,EST,Urban,100,0,0,0,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_10b, ,2020-07-21,2020-10-19,90,46.23294,-88.32997,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_11b, ,2020-07-21,2020-10-19,90,46.22338,-88.28762,EST,Wild, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_12b, ,2020-07-21,2020-10-19,90,46.21864,-88.21314,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_13b, ,2020-07-21,2020-10-19,90,46.23143,-88.2013,EST,Wild, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_14b, ,2020-07-21,2020-10-19,90,46.24751,-88.32473,EST,Wild, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_15b, ,2020-07-21,2020-10-19,90,46.2492,-88.25655,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_16b, ,2020-07-21,2020-10-19,90,46.25086,-88.17546,EST,Wild, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_17b, ,2020-07-21,2020-10-19,90,46.26158,-88.3508,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_18b, ,2020-07-21,2020-10-19,90,46.26542,-88.23572,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_2_20,MI_Forest_Upper_Peninsula_2_20_1b, ,2020-07-21,2020-10-19,90,46.19967,-88.23905,EST,Wild, ,0,0,1,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_01,d69501,2020-09-03,2020-11-03,61,46.6539,-87.5092,EST,Rural,10,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_02,d69502,2020-09-05,2020-11-03,59,46.6323,-87.4674,EST,Wild,15,0,1,0,n,Camera batteries died on 10/20/2020.
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_03,d69503,2020-09-03,2020-11-08,66,46.6764,-87.5636,EST,Wild,10,0,1,0,n,Camera batteries died on 10/7/2020. We were not able to replace batteries due to COVID complications.
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_04,d69504,2020-09-05,2020-11-03,59,46.6617,-87.5203,EST,Wild,5,0,1,0,n,Camera batteries died 10/15/2020.
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_05,d69505,2020-09-05,2020-11-03,59,46.6349,-87.4936,EST,Wild,5,0,1,0,n,Camera batteries died on 10/18/2020
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_06,d69506,2020-09-15,2020-11-08,54,46.6426,-87.514,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_07_reupload,d71354,2020-09-17,2020-11-08,52,46.6466,-87.5323,EST,Rural,5,0,1,0,n,Camera is on bank of dry creeek bed.  While the camera is over 50 cm from ground there was no good mounting location lower.  The camera is facing down and has a similar profil to if level at 50cm
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_08,d69508,2020-09-15,2020-11-05,51,46.6488,-87.5459,EST,Rural,8,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_10,d69510,2020-09-11,2020-11-05,55,46.6387,-87.5638,EST,Rural,8,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_11,d69511,2020-09-04,2020-10-31,57,46.6331,-87.6101,EST,Wild,10,0,1,0,n,Camera batteries died on 10/09/2020. We were unable to replace batteries for remainder of sample period due to COVID complications.
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_12,d69512,2020-09-04,2020-10-31,57,46.6241,-87.6062,EST,Wild,10,0,1,0,n,Camera batteries died 10/07
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_13,d69513,2020-09-04,2020-10-31,57,46.636,-87.5914,EST,Wild,10,0,1,0,n,Camera batteries died on 10/11/2020
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_14,d69514,2020-09-04,2020-10-31,57,46.6458,-87.5909,EST,Wild,20,0,0,1,n,Camera batteries died on 10/16/2020
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_15,d69515,2020-09-06,2020-11-04,59,46.6647,-87.5546,EST,Rural,5,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_16,d69516,2020-09-06,2020-11-04,59,46.6575,-87.5692,EST,Rural,4,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_17,d69517,2020-09-06,2020-11-04,59,46.667,-87.5709,EST,Rural,10,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_18,d69518,2020-09-06,2020-11-04,59,46.668,-87.5859,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_19,d69519,2020-09-05,2020-11-01,57,46.6276,-87.4807,EST,Wild,20,0,1,0,n,Camera battery died on 10/12/2020
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_20,d69520,2020-09-13,2020-11-01,49,46.6248,-87.4974,EST,Rural, ,0,1,0,n,Same location as 2019
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_22,d69522,2020-09-17,2020-11-06,50,46.6083,-87.5487,EST,Rural,5,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_23,d69523,2020-09-13,2020-11-08,56,46.6107,-87.5485,EST,Rural,15,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_24,d69524,2020-09-13,2020-11-06,54,46.6204,-87.5506,EST,Rural,8,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_25,d69525,2020-09-17,2020-11-01,45,46.6208,-87.532,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_28,d69528,2020-09-09,2020-11-07,59,46.6084,-87.4728,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_29,d69529,2020-09-16,2020-11-07,52,46.5989,-87.4696,EST,Rural,10,0,1,0,n, 
MI_Forest_Upper_Peninsula_20,MI_Forest_Upper_Peninsula_20_30,d69530,2020-09-16,2020-11-07,52,46.6014,-87.49,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_01,d69531,2020-09-01,2020-09-11,10,46.07089,-88.80015,EST,Rural,8,0,0,1,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_02,d69532,2020-09-03,2020-09-12,9,46.06691,-88.82438,EST,Suburban,25,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_03,d69533,2020-09-02,2020-09-12,10,46.07346,-88.83596,EST,Suburban,21,0,0,1,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_04,d69534,2020-09-02,2020-09-12,10,46.07341,-88.85117,EST,Suburban,24,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_05,d69535,2020-09-01,2020-09-12,11,46.06526,-88.88202,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_06,d69536,2020-09-01,2020-09-12,11,46.0494,-88.82461,EST,Rural, ,0,1,0,n,This camera is near a fishing spot on public land
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_07,d69537,2020-09-01,2020-09-12,11,46.05611,-88.80464,EST,Rural,4,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_08,d69538,2020-09-01,2020-09-11,10,46.12679,-88.7713,EST,Rural,6,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_09,d69539,2020-09-01,2020-09-12,11,46.11996,-88.74676,EST,Rural,7,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_10,d69540,2020-09-01,2020-09-12,11,46.10178,-88.74247,EST,Rural,5,0,1,0,n,Camera appeared to have run out of batteries the day it was picked up.
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_11,d69541,2020-09-01,2020-09-12,11,46.12554,-88.73163,EST,Rural,4,0,0,0,n,This is a new one.  It was intended to be uploaded in a new deployment but I did not see it.
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_12,d69542,2020-09-01,2020-09-12,11,46.09298,-88.70522,EST,Rural,8,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_13,d69543,2020-09-01,2020-09-12,11,46.08171,-88.7352,EST,Rural,8,0,0,0,n,"Not sure why no camera trapper as first photo.   But was deployed 10-14-2020
For some reason student but it atop some deadfall/tree branch...."
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_14,d69544,2020-09-02,2020-09-12,10,46.08025,-88.75487,EST,Suburban,17,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_15,d69545,2020-09-01,2020-09-11,10,46.06936,-88.76341,EST,Rural,3,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_16,d69546,2020-09-02,2020-09-11,9,46.04333,-88.75284,EST,Suburban,37,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_17,d69547,2020-09-01,2020-09-11,10,46.05425,-88.75005,EST,Rural, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_18,d69548,2020-09-01,2020-09-12,11,46.04796,-88.77703,EST,Rural,5,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_19,d69549,2020-09-03,2020-09-10,7,46.14239,-88.84358,EST,Suburban,35,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_21,d69551,2020-09-04,2020-09-08,4,46.15617,-88.81637,EST,Wild,10,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_22,d69552,2020-09-02,2020-09-12,10,46.16145,-88.83399,EST,Suburban,38,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_23,d69553,2020-09-01,2020-09-11,10,46.15193,-88.79813,EST,Rural,3,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_24,d69554,2020-09-04,2020-09-09,5,46.15336,-88.78148,EST,Wild,14,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_25,d69555,2020-09-01,2020-09-12,11,46.08116,-88.79331,EST,Suburban, ,0,1,0,n,"on tree facing pond by the aurora country club club house. Camera picked up animals within a few meters, but also across the pond. Batteries were dead when I went to retrieve it."
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_26,d69556,2020-09-01,2020-09-11,10,46.09317,-88.79153,EST,Suburban, ,0,1,0,n,"picked up on 10/23/2020, batteries dead"
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_27,d69557,2020-09-01,2020-09-12,11,46.09148,-88.80826,EST,Suburban, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_28,d69558,2020-09-02,2020-09-12,10,46.08186,-88.81528,EST,Suburban,30,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_29,d69559,2020-09-01,2020-09-08,7,46.05414,-88.72276,EST,Suburban, ,0,0,1,n,"Camera placed in small pine stand to the east of a naturalized retention pond, north of a paved walking trail, south of a small playground and west of a backyard."
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_30,d69560,2020-09-01,2020-09-12,11,46.11569,-88.7903,EST,Suburban, ,0,1,0,n,"mowed trail near golf course rain shelter, surrounded by grassy brush and lots of pokeweed"
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_31,d69561,2020-09-05,2020-09-12,7,46.11493,-88.83264,EST,Wild,8,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_32,d69562,2020-09-01,2020-09-11,10,46.10382,-88.8326,EST,Suburban, ,0,0,0,n,"on silver maple in dry wetland, facing north towards paved walking trail. Picked up camera on 10/16/2020."
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_33,d69563,2020-09-01,2020-09-12,11,46.10045,-88.84755,EST,Suburban, ,0,1,0,n,Camera got adjusted away from original location thus the gap in detections.
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_34,d69564,2020-09-01,2020-09-12,11,46.09116,-88.85232,EST,Suburban, ,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_35,d69565,2020-09-03,2020-09-11,8,46.08734,-88.8657,EST,Urban,26,0,1,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_36,d69566,2020-09-01,2020-09-12,11,46.10658,-88.86445,EST,Suburban,26,0,0,0,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_37,d69567,2020-09-02,2020-09-11,9,46.09911,-88.87608,EST,Suburban,30,0,0,1,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_38,d69568,2020-09-02,2020-09-11,9,46.12063,-88.90433,EST,Suburban,15,0,0,1,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_39,d69569,2020-09-01,2020-09-11,10,46.09151,-88.89953,EST,Suburban,24,0,0,1,n, 
MI_Forest_Upper_Peninsula_3_20,MI_Forest_Upper_Peninsula_3_20_40,d69570,2020-09-01,2020-09-11,10,46.07331,-88.90196,EST,Suburban,24,0,1,0,n, 
DC_Urban_ML_Sites_20,ML0113, ,2020-09-03,2020-09-18,15,38.86698,-76.96883,EST,Wild,100,0,0,1,n, 
DC_Urban_ML_Sites_20,ML0114, ,2020-09-03,2020-09-18,15,38.86721,-76.96597,EST,Wild,100,0,0,0,n, 
DC_Urban_ML_Sites_20,ML0115, ,2020-09-03,2020-09-18,15,38.86836,-76.96079,EST,Wild,100,0,0,0,n, 
DC_Urban_ML_Sites_20,ML0116, ,2020-09-03,2020-09-18,15,38.86559,-76.95328,EST,Wild,100,0,0,0,n, 
DC_Urban_ML_Sites_20,ML0117, ,2020-09-03,2020-09-18,15,38.86096,-76.95827,EST,Wild,100,0,1,0,n, 
DC_Urban_ML_Sites_20,ML0118, ,2020-09-03,2020-09-18,15,38.85756,-76.95712,EST,Wild,20,0,0,0,n, 
DC_Urban_ML_Sites_20,ML0119, ,2020-09-03,2020-09-18,15,38.85858,-76.95958,EST,Wild,6,0,1,0,n,date on sheet for first set of photos is day month year.
DC_Urban_ML_Sites_20,ML0120, ,2020-09-03,2020-09-18,15,38.86105,-76.96082,EST,Wild,40,0,1,0,n, 
DC_Urban_ML_Sites_20,ML0121, ,2020-09-03,2020-09-18,15,38.86011,-76.96243,EST,Wild,15,0,0,0,n, 
DC_Urban_ML_Sites_20,ML0122, ,2020-09-03,2020-09-18,15,38.8596,-76.97359,EST,Wild,100,0,0,1,n, 
DC_Urban_ML_Sites_20,ML1323, ,2020-09-01,2020-09-16,15,38.89408,-76.97995,EST,Urban,100,0,0,1,n, 
DC_Urban_ML_Sites_20,ML1324, ,2020-09-01,2020-09-16,15,38.89244,-76.97574,EST,Urban,100,0,1,0,n, 
DC_Urban_ML_Sites_20,ML1325, ,2020-09-01,2020-09-16,15,38.89286,-76.98029,EST,Urban,100,0,1,0,n, 
DC_Urban_ML_Sites_20,ML1326, ,2020-09-01,2020-09-16,15,38.89397,-76.98882,EST,Urban,100,0,1,0,n,Wasn't clear if working at pick up
DC_Urban_ML_Sites_20,ML1327, ,2020-09-01,2020-09-16,15,38.90711,-76.98537,EST,Urban,100,0,0,0,n, 
DC_Urban_ML_Sites_20,ML1328, ,2020-09-01,2020-09-16,15,38.90616,-76.98428,EST,Urban,100,0,0,1,n,"Placard says 15:18, camera shows 15:24, 6 minutes off."
